datetime,username,content,hastags
2022-07-09 22:30:43,TauhidYusron,"Teman sma kagum, anies baswedan tak pernah marah Dan bicara kotor https://t.co/jmhz1i9thi",
2022-07-05 13:39:47,Relawananies,"Teman Sma Kagum, anies Baswedan Tak Pernah Marah Dan Bicara Kotor

https://t.co/eq3q62y8vi",
2022-07-05 00:28:32,kba_news,"Teman Sma Kagum, anies Baswedan Tak Pernah Marah Dan Bicara Kotor https://t.co/t3e8nojowg",
2022-07-02 10:37:24,KopiIte68213328,"Anies itu bekerja dengan Konsep yg matang.
Bukan suka nonton Bokep yg bikin otak tegang.
Anies itu penyabar perlu kita  dicontoh Dan tak suka marah marah .
Bukan suka menebar Foto diATM dan Bandara.
ANIES Baswedan is The Best
Salam akla sehat. https://t.co/khlVkvXmo8",
2022-07-01 00:46:01,wellymerukh,"Antara marah dan ketawa
Marah karna politisasi SARA meningkat dilakukan kaum2 penjilat anies baswedan bapak politik identitas
Ketawa karna level gubernur kerjanya cuma bisa bikin gerbang jalan https://t.co/yqAS6Z2Uwp",
2022-06-14 08:45:40,AhmadNa80678561,"Dulu Ahok Mau Jadi Presiden Semua Orang Kok Diam Dan Tenjak Ada Alasan Apa-Apa ... Sekarang Bila Anies Baswedan Mau Nyalon Presiden Bermacam Tentemat Dan Fitnah Maranga Bikin Katananya """" Presiden Haruus Orang Jawa Jawa Kalau..",
2022-06-07 00:11:15,Gandawan,"Anies Baswedan Tampil Keren Delan Baju, Celana Dan Sepatu Biru.
Anies Baswedan Seksses Menghantar Indonesia Dan Jakarta Menjadi Panggung Balapan Formula-E.
Sementara Para Buzzerp, Nyinyier Dan Dalangnya, Tampil Gangan Hati Merah Marah Kedungu-Dunguan Atas Prestasi-Prestasi Anies.https://t.co/ilkp5gnczb",
2022-05-27 00:52:03,MocangTian,"@Mdy_asmara1701 anies PENYELAMAT Perubahan Indonesia Ke Depan.
Hanya anies Baswedan Yang Berani Tutup Proyek Reklamasi Pantai Teluk Jakarta .Dan Membuata Penguaha Agung Podomoro Marah Besar Kepada Sdra Ahok .Karena Ahok Berani Anggota Telon Jamin Dan Kemannan Membangun Pulau Dia Diani Telon Jamin Dan Kemanan Membangun Pulau Dia DI Telau Di Telau.",
2022-05-12 08:33:16,Gandawan,"PDIP tersinggung dan melaporkan Sekda Kabupaten Dairi, Sumut, Budianta Pinem ke polisi usai menyebut Puan Maharani mengidap penyakit wasir atau ambeien lewat Facebook.
Harusnya PDIP juga tersinggung dan marah kepada Kader PDIP Ruhut Sitompul yang menghina Anies Baswedan.",
2022-05-12 08:33:03,Gandawan,"@detikcom PDIP tersinggung dan melaporkan Sekda Kabupaten Dairi, Sumut, Budianta Pinem ke polisi usai menyebut Puan Maharani mengidap penyakit wasir atau ambeien lewat Facebook.
Harusnya PDIP juga tersinggung dan marah kepada Kader PDIP Ruhut Sitompul yang menghina Anies Baswedan.",
2022-05-08 01:47:17,Jaka212141,Marah karena minta sumbangan ke Anies baswedan dan di tolak,
2022-05-04 07:05:46,haris_zr,"@anton_wka @Helmi_Felis Warga ngg sopan tunjuk"" ke pak Anies Baswedan, walaupun ada rasa marah dan kecewa tetap kita harus saling menghargai dan menghormati, alhamdulillah beliau tetap dlm kebaikan dan kesabaran",
2022-04-29 06:51:36,mncrgknskl,"Pak anies mustahil Tenjak beberapa Orang di sekitarnya memakai kaos bergambar dirinya dan bertulkankan 'anies baswedan presiden' ketka melakukan pembagi-jika benar-sanitizer di acara resmi dkmi dkki;Tapi Jangankan Marah, Menegur Pun Tidak.",
2022-04-28 16:48:00,cR17imo,"Mureza522 @lrahmadsyahj2p @kurawa @ismailfahmi ini seperti kasus pki, Berawal Pelecehan Terhadap Agama Membuat Masyarakat Geram. Ang diserang anies baswedan",
2022-04-27 04:57:28,ayulest98766599,@jokowi @TsamaraDKI GOODBENER ANIES BASWEDAN emang keren ya pak .. wibawa .  amanah. ..tepatin janji dan shaleh ...walau di hujat ..di caci maki. di fitnah tiap menit oleh pendukung pak jokowi tetapi pak Anies tetap santuy ..gk pernah marah dan gk pernah mempermasalahkannya .,
2022-04-20 05:02:31,Reiza_Patters,"Lalu berlanjut Cebong vs Kampret. Ini biasa awalnya, lalu penggunaan istilah kampret perlahan menghilang dan digantikan dgn istilah Kadrun. Kadal Gurun. Disematkan kepada pendukung Anies Baswedan, oleh orang2 yg sama yg bahkan marah jika ada penyebutan Cina utk org keturunan Cina",
2022-04-12 02:08:43,HendrawanSTB,"Pendukung anies basalah adalah yg marah saat ratna sarumpaet digebukin (ternyata ditipu ratna) Dan Bahagia saat ade armando digebukin nyata2 eheh mereka.

Sampai Sini Kita Paham Siapa Yg Mendukung Anies.",
2022-04-07 10:05:04,panca66,Hasil survey SMRC 3 pasangan capres - cawapres pasangan Anies Baswedan - AHY selalu unggul lawan Prabowo - Puan dan Airlanggga - Ganjar atau Ganjar - Airlangga. Mas @ChusnulCh__ dkk pasti tambah marah sama Anies - AHY nih 🤪🤪🤪 https://t.co/F4ynxkWrGg,
2022-04-03 15:30:54,bacautas,"Haloo @AntonTenabang02 😃👋 Selamat membaca!
""~Thread.
Pilpres 2024, Titik Balik Indonesia Bersama Anies Baswedan

Oleh Asyari Usman

Lelah dan jenuh. Bercampur marah juga. Rata-rata rakyat merasa seperti itu. Jengkel sekali me..."" https://t.co/3qUjw7nOmK",
2022-03-21 08:05:31,Mbahhardiman,"@democrazymedia Kalem cerdas tidak pendendam tidak mudah marah meledak ledak,selalu mendahulukan hati dan nalar  penyabar semua di lindungi di ayomi, pemimpin model pak Anies Baswedan sangat di butuhkan di negara Indonesia",
2022-03-17 00:56:10,Mbahhardiman,@siregar_elang anies baswedan bukan tipe pemimpin ngamukan lebay dan mudah marah,
2022-01-31 12:11:20,urip_harjito,"@Bramaneks @geiszchalifah ga sada, Buktinya Rocky Gerung Dan Anies Baswedan Sok Pinter Terbukti Pintar, Kalo Juki Sok Pintar Apalagi Berlagak Jadi Tuhan, Banjir Lebih Mudah Diatasi Jika Jadi Presiden.
Juki Yg Buat ATURAN, DIA Sendiri YG MARAH DGN ATURAN, MULUTYA JUKI EMANG DUBUR.",
2022-01-30 09:05:54,DTar169,"@Democrazymedia ga usah marah, Bahasa Politik emang gitu suka memutarbalikkan fakta, menangkan saja anies baswedan 2024 Nanti Dan Tumbangkan Pdip Selesai Perkara",
2022-01-17 01:56:13,ndoroAtmo,"Terjagab Besaran Tunjangan Anies Baswedan Dan Wagub Dki, Angkanya Fantastis, Ketua DPRD DKI Kesal
https://t.co/68yor5ixev

0,15% DR APBD DKI Jakarta,
0,15% x RP.70 t = Rp.105 m
105: 12 = RP.8.75 Milyar per Bulan?

Emang DPRD DKI BEHEH MARAH DAN NGGAK SETUJU?Emang Rakyat?",
2022-01-12 13:05:23,onomsalam2pas,"Hasto Sebut Tri Risma Dan Gibran Layak Gantikan Anies Baswedan, Pengamat Keduanya Tak Ada Prestasi Menonjol Selain Marah-Marah Https://t.co/B7RIW7LFAT @Pojoksatu
COVID-19
Rabu 12 Januari 2022
ADA 4.268.097
144.150 Meninggal
Kaesang
kubis
Ganja
Singapura
#Puasndasmu
#Puasndasmu","['PuasNdasmu', 'PuasNdasmu']"
2021-12-27 06:02:58,wisatakhalifa,Gw mah,
2021-12-11 12:57:30,kuatbastanta,"Memang Goblok Kok.
Biarin Aja Dia Marah Sampe Stroke, BG Ferdinand.
SEJARAH AKAN MENCATAT.
Anies Baswedan Dan Sebegitu Banyak Tgupp, Menghancurkan Jakarta Hanya Dalam Tempo 5 Tahun.",
2021-11-30 04:38:07,pelitakininews,"BASUKI TJAHAJA Purnama Buncam Gubernur Anies Baswedan, Ahok Disebut Marah Dan Muak?Begini faktanya

https://t.co/drgsvpku3i",
2021-11-29 06:51:03,TangselTerbaru,"Basuki Tjahaja Purnama Bungkam Gubernur Anies Baswedan, Ahok Disebut Marah dan Muak? Begini Faktanya https://t.co/CVVOBsmrfA",
2021-11-03 09:56:27,Byzanti32901422,"@Aagym Benar A Kebanyakan Pembenci Jokowi Begitu ""Emosional"" Muda Tersulut, Muda Jengkel Muda Marah, Susah Reda Kebencian Nya ..., Dan Di Jakarta Pendukung Anies Pun Begitu ...

Padahal jelas anies gk kerja hanya kata dan kata ..",
2021-10-13 22:50:00,hartiwik71,@msaid_didu jd walkot dgn menteri kok perangai sama shj tho jol jol ... marah yg didahulukan ... sbg umat islam marah shat syaitan jol kajol ... COBA Contohi Pak Gubernur anies Baswedan .. terima dan DengaraH RaKaRah RaKyah RaKyah Marena Baswedan .. terima Masilarah Masilah RaKArAH RAKALAH RAKATAH ANIES BASWEDAN .. TERIMA MADIRAH RAKIRAH RAKALAH RAKATAH RAKATAH ANIES BASWEDAN .. TERIMA MADANAH MASALAH RAKIRAH RAKIRAH MADALAH RAKATAH ....,
2021-10-13 22:10:55,asma_hanik,"@msaid_didu Seorang menteri yg busanya hanya marah""... tdk menunjukkan wibawanya. Mending berhenti aja. Yg seperti ini yg dipersiapkan utk menggantikan ANIES B .. Mohon maaf aja... Beda jauh dan bkn kelas nya ANIES BASWEDAN. sy kira  .. Stlh jbtnnya ini gk bakal lanjut jd apa"" lg. 😋",
2021-10-08 22:16:04,MoonHandayani,@Tijabar Coba Simak Pak Anies Baswedan Bagaimana Kepemimpinan Beliau Dan Tuturkata Serta Cara Menyikapi Satu Masalah.BAGAIAMANA PULA MARAH MARAH NYA BELIAU PADA PELANGGAR PPKM Waktu ITU.Kenapa Tidak Dijadikan Contoh,
2021-10-08 08:04:39,Thalomoan1,"Marah"" dan memalukan kata mu tapi marah nya buat pejabat yg kerja nya Amburadul, biarlah marah"" yg pasti Masyarakat miskin selalu menjadi prioritas nya dia bukan Anies Baswedan si Raja cuap !!",
2021-07-20 15:56:27,ShenoWirang,"Kenapa anies Baswedan Tidak Marah, dia anggap ini sektor esensial.Dia Kan Selalu Dibulak-Balik Dan Dilebih-Lebihkan Cara Kerjanya.

Pukimak ... !!!https://t.co/93tzujdxcl",
2021-07-10 00:35:24,BayuKoosyadi,"@VIVAcoid Penulisnya goblok, itu tegas bukan marah - marah, tidak ada kata cacian dan umpatan dari Anies Baswedan.",
2021-07-09 02:02:23,BangMorinaga,"Makanya nggak heran selama ini, dia kampanye lewat peti mati. Anies Baswedan kalau marah, bukannya menakutkan, tapi kelihatan lucu dan kocak.",
2021-07-07 04:01:28,koranjakarta_id,"Anies Baswedan sidak dan marah-marah di PT Equity Life yang ternyata adalah perusahaan asuransi jiwa dan kesehatan, jadi termasuk sektor usaha esensial dan menurut peraturan diperbolehkan beroperasi. https://t.co/YDDgDj4vKE",
2021-07-06 15:50:06,yulfentri_munaf,"Tak Terbayang, Jika Yang Ada Diposisi Itu Bukan @Aniesbaswedan, Tapi Sidonatur Telur.Munckin Dia Bisa Melotot, Monyong Dan Marah Sarik Pecahin Ribuan Butir Telur Sampai Ppkm Berakhir.😂👇

Meledak Amarah Anies Baswedan Saat Sidak Ke Perkantoran https://t.co/c95zrkrgws",
2021-07-06 10:46:29,urbanasiacom,"Melihat masih ada pegawai di kantor nonsensial Yang masuk di masa ppkm darurat ini, gubernur dki jakarta anies baswedan marah Dan emanggil Orang yang janggung jawab di perausahaan tersebut.
https://t.co/dwnpeiak0h",
2021-07-06 07:16:34,tribunnews,"ANIES BASWEDAN MARAH-MARAH

Saat sidak, ia mendapati kantor masih buka. ""Sekarang tutup kantor ya, dan katakan pada semua pulang taati aturan. Mengerti?,"" kata Anies yang disanggupi HRD Ray White Indonesia.

https://t.co/VbPQAjwqNf via @tribunnews",
2021-06-28 05:23:32,DahonoB,Memang anies baswedan Berbeda Dari Yang Lainnya ... Solusinya Aneh ... Peti Mayat ... Dan Sekarang Selfi Kuburan ... BAGI MEREKA PHANG ANGGOTA KELUARGANYA AdaKewalanan terima pasien covid19.,
2021-06-13 08:22:57,prima_alqassam,"Seingat saya, di antara kesamaan bapak2 berikut: Anies Baswedan, Irwan Prayitno, Mahyeldi Ansharullah, adalah tidak pernah tertangkap kamera marah-marah ke bawahannya. Padahal pasti ada yang mencingkahak. Dan sbg mantan pemarah, saya pribadi salut akan hal ini.",
2021-05-26 08:03:36,Gandawan,"Hampir tiap hari membuli Anies Baswedan dengan info dan nalar ngawur.
Giliran sempaknya dibuli, dia marah, dia lapor polisi.
Dasar anak kecil.
Sanah beli cendol dulu... 😂😂😂 https://t.co/7LgcyNSoYM",
2021-05-12 17:24:48,Pemuda_Depok,Anies Baswedan Marah dan Jemur Ratusan ASN Pemprov DKI Jakarta https://t.co/WxeT4dX8hD,
2021-05-11 07:51:01,Deslini2,"@Jebulmania291 @aniesbaswedan anies baswedan Itukan Manusia Bermartabat, Dan Berkelas .. Terdidik Attitudenya, Indah Akhlaknya.
AKAN SANGAT SULIT MELIHAT BELIAU MARAH APALG KPD RAKYATYA..BAHKAN KPD SIAPAPUN ...",
2021-04-27 05:06:40,Anaksemut4,"@Pitung05907627 @marlina_idha @megapolitanpos kantor swasta yg punya anies baswedan buta yaa ...

Nanti Kalau Ada Psbb Lagi Yg Punya Kantor Dan Pemerintah Pusat Marah Sama Anies Lagi ....",
2021-04-17 02:47:41,Leonita_Lestari,"PSI, PAN, Golkar dan Nasdem mengambil sikap untuk menolak pertanggungjawaban yang disampaikan Gubernur Anies Baswedan namun partai yang kita pikir masih terluka dan marah padanya akibat Ahok jagoannya di Pilgub dijatuhkan dengan cara tak bermartabat, justru menyelamatkannya.",
2021-04-10 04:28:39,ArSunantoaris,Ada sebungkus ketan yg disediakan padaku kubuka dan ku bercerita tentang Anies Baswedan dengan segala kehebatan dp 0% nya. Ketan menghitam dia marah :(( https://t.co/UmeQcIPlcz,
2021-03-07 03:11:53,Oposisi_Kecil,"@Dias_0612 @D1as_0812 @freedomland4141 @DosaAman @1966Arjuna @Enggang_Marah @DolfieOtay @nurdin_kapo @AzrielFirdaus3 @kang_bacot @Hiroman21 @Muktian3 @perangutan_ @bimbie141 @SiTampanAlfino1 @Lord_Sakto @54rwo_00 @Raj4wal10978_xl @___k1n9f4t1Ra7a @gobeth03 @Syam42933824 @MbahuRekso1796 @myputun @dhea_melienda @dragonb21395797 @StalistS @pujisopy1 @Democrazy211 @Liebe29688934 @chakraWijaya3 @LabuLainWaluh @irza_liberti @MEffendi03 @RachmatBawono @LurahTanpoWargo @DearReAkSe @Ulllufah_fan @karyawantree @Rum4y @r4wn4__o2o2 @jaluciparay @MJtuhMasJoko @2Lingkorizal 🛑🛑🛑_Oposisi_Kecil_🛑🛑🛑

4. Menko PMK: Muhadjir Effendy

Menteri Pendidikan dan Kebudayaan Republik Indonesia pada Kabinet Kerja yang menjabat sejak 27 Juli 2016 menggantikan Anies Baswedan

#IndonesiaTerancamBangkrut
#IndonesiaTerancamBangkrut","['IndonesiaTerancamBangkrut', 'IndonesiaTerancamBangkrut']"
2021-03-07 03:04:30,Panglima_Minal,"@Dias_0612 @D1as_0812 @freedomland4141 @DosaAman @1966Arjuna @Enggang_Marah @DolfieOtay @nurdin_kapo @AzrielFirdaus3 @kang_bacot @Hiroman21 @Muktian3 @perangutan_ @bimbie141 @SiTampanAlfino1 @Lord_Sakto @54rwo_00 @Raj4wal10978_xl @___k1n9f4t1Ra7a @gobeth03 @Syam42933824 @MbahuRekso1796 @myputun @dhea_melienda @dragonb21395797 @StalistS @pujisopy1 @Democrazy211 @Liebe29688934 @chakraWijaya3 @LabuLainWaluh @irza_liberti @MEffendi03 @RachmatBawono @LurahTanpoWargo @DearReAkSe @Ulllufah_fan @Pedjoeang451 @Pasopati3131 @IbnuKat83533414 @pejuangreceeeh @mujahidPembela @KucinghitamKu20 @Mahmud3Tuan @MAWAR_Merah66 @AcepWaluyo @AntoSan1201 @Peri_AngsaPutih @HaziqMzyan @duta_kurniawan 🌟🌟🌟Panglima_Minal🌟🌟🌟

4. Menko PMK: Muhadjir Effendy

Menteri Pendidikan dan Kebudayaan Republik Indonesia pada Kabinet Kerja yang menjabat sejak 27 Juli 2016 menggantikan Anies Baswedan

#IndonesiaTerancamBangkrut
#IndonesiaTerancamBangkrut","['IndonesiaTerancamBangkrut', 'IndonesiaTerancamBangkrut']"
2021-03-07 03:02:28,Panglima_Minal,"@D1as_0812 @Dias_0612 @freedomland4141 @DosaAman @1966Arjuna @Enggang_Marah @DolfieOtay @nurdin_kapo @AzrielFirdaus3 @kang_bacot @Hiroman21 @Muktian3 @perangutan_ @bimbie141 @SiTampanAlfino1 @Lord_Sakto @54rwo_00 @Raj4wal10978_xl @___k1n9f4t1Ra7a @gobeth03 @Syam42933824 @MbahuRekso1796 @myputun @dhea_melienda @dragonb21395797 @StalistS @pujisopy1 @Democrazy211 @Liebe29688934 @chakraWijaya3 @LabuLainWaluh @irza_liberti @MEffendi03 @RachmatBawono @LurahTanpoWargo @DearReAkSe @Ulllufah_fan @Pedjoeang451 @jhsumidi @TamongPanji @MohImro71177902 @Ary12_10 @sueb_soleh @iwan02007 @Kumis20191 @iskandar__fauzi @amburadul33 @dancersejati1 @ZahrilLabung @DayatPondok 🌟🌟🌟Panglima_Minal🌟🌟🌟

4. Menko PMK: Muhadjir Effendy

Menteri Pendidikan dan Kebudayaan Republik Indonesia pada Kabinet Kerja yang menjabat sejak 27 Juli 2016 menggantikan Anies Baswedan

#IndonesiaTerancamBangkrut
#IndonesiaTerancamBangkrut","['IndonesiaTerancamBangkrut', 'IndonesiaTerancamBangkrut']"
2021-03-07 02:53:47,Tarida_Indah,"@D1as_0812 @DIAS_0612 @Freedomland4141 @dosaaman @1966arjuna @Enggang_marah @dolfieotay @nurdin_kapo @azrielfirdaus3 @kang_bacot @hiroman21 @mikantian3 @perordan_bacot @hiroman21 @mikantan3 @kangbacot @biranfies @kangoak @kangsot @biroman 00 @raj4wal10978_xl @___ k1n9f4t1ra7a @gobeth03 @syam42933824 @mbahurekso1796 @myputun @dhea_melienda @dragonb2139577STALISS @pujisopy1 @Democrazy211 @liebe29688934 @chakrawijaya3 @labulainwaluh @irza_liberti @meffendi03 @rachmatbawono @lurahtanpowargo @dearreaksse @ullufah_fan_fanMan @dearreaKse @ullufah_fan_fanMan @deRaManSe @lufaMane @luNoMan @lufaMane @luNaMan @ulufanMan @ulufanMan @ulufanMan @ulufan khl @petirman15 @zidanedjuniorr @gentanggentong2 @mustofanurd @deva_khrisna @bhakti_yudi @muflyahmad @saadri4 ♨️♨️♨️_tarida_indah_♨️♨️♨️

4. Menko PMK: Muhadjir Effendy

Menteri Pendidikan Dan Kebudayaan Republik Indonesia Pada Kabinet Kerja Yang Majabat Sejak 27 Juli 2016 Menggantikan Anies Baswedan

#Indonesiaterancambangkrut
#Indonesiaterancambangkrut","['IndonesiaTerancamBangkrut', 'IndonesiaTerancamBangkrut']"
2021-02-23 07:29:29,kamikazeeeh,"Menteri Pekerjaan Umum dan Perumahan Rakyat Basuki Hadimuljono sempat marah-marah karena sulit bekerja sama dengan Gubernur DKI Jakarta Anies Baswedan untuk menangani banjir Jakarta.

Kebayang kan kenapa banjir muncul terus tiap harinya?",
2021-02-21 19:20:56,bayu_ichszan,"Soal Banjir Jakarta, Sekjen PDIP Hasto Kristiyanto Sebut Ahok dan Menteri PUPR Marah-marah ke Anies Baswedan | PORTAL ISLAM https://t.co/pOQ0utsKDA",
2021-02-21 10:11:19,Kusanto8,"Emang ahok apa to?
Bukanya ada yg bilang ""mengatasi banjir jakarta lebih mudah jika jadi presiden?""

Soal Banjir Jakarta, Sekjen PDIP Hasto Kristiyanto Sebut Ahok dan Menteri PUPR Marah-marah ke Anies Baswedan https://t.co/ekd5nmByEa",
2021-02-21 09:21:03,korangala,"Soal Banjir Jakarta, Sekjen Pdip Hasto Kristiyanto Sebut Ahok Dan Menteri Papr Marah-Marah Ke Anies Baswedan https://t.co/DK1VGTQ5R9 https://t.co/dnlcxxd8hd9",
2021-02-21 06:38:04,mncrgknskl,Sekjen PDIP Hasto Kristiyanto Mengungkap Menteri Pekerjaan Umum Dan Perumatan Rakyat Basuki Hadimuljono Sempat Marah-Marah Karena Sulit Berekerja Sama Delangan Gubernur Jakarta Anies Baswedan Untuk Mijernan BanjiKan Jakarta.,
2021-02-04 02:43:40,berita_diy,"Marah! Susi Pudjiastuti tidak terima difitnah jadi cawapres Anies Baswedan dan disingkat ASU.
#Susi #SusiPudjiastuti #AniesBaswedan #Anies

https://t.co/kTR3VgufTv","['Susi', 'SusiPudjiastuti', 'AniesBaswedan', 'Anies']"
2021-01-26 06:32:01,merdekadotcom,"HABIBUROKHMAN MARAH DENGAN KADER GERINDRA YANG MISTA ANIES MUNGUR: diam KAU!: Kabid Humas Lembaga Advokasi Dan Hukum Gerindra Ali Lubis Kembali Bikin Jengkel Rekan Septainya.Pemicunya, Ali Meminta Gubernur DKI Jakarta Anies Baswedan Mundur.https://t.co/jxf0uvlwon",
2021-01-24 03:04:27,ZakariaHalim17,"Tidak Udah Marah Marah Sama Anies Baswedan ..!
 Anies baswedan dipilih iheh orak jakarta dan tuhan ..👍👍👍👍https: //t.co/zzk9igfdhr",
2021-01-10 00:22:10,Shona39094647,"@RepublikaOnline menurut Saya, anies Baswedan Adalah Tokoh Yang Sangan Cerdas, Tegas, Lembut, Santun Dan Merakyat.Saya Belum Pernah Liat Beliau Kasih Liat Muka Marah, Baik Ke Staff-Nya Aplgi Ke Masyarakat Kota Jakarta.

Jakarta Cocok Dibawah Kendali Orang Bertangan Dingin Bukan Berwajah Dingin.https://t.co/1unqsrcyre",
2020-12-14 04:56:06,NanaAdelia5,"tapi masyarakat akal sehat jadi muak alang kepalang dan marah. Terhadap itu semua, apakah Pak JK yang dulu mengusung Anies Baswedan (seperti pengakuannya sendiri) bisa dan berkenan untuk mengevaluasinya.",
2020-12-14 04:56:05,ErlyKhumalasari,"tapi masyarakat akal sehat jadi muak alang kepalang dan marah. Terhadap itu semua, apakah Pak JK yang dulu mengusung Anies Baswedan (seperti pengakuannya sendiri) bisa dan berkenan untuk mengevaluasinya.",
2020-12-14 04:56:03,mbok_minahh,"tapi masyarakat akal sehat jadi muak alang kepalang dan marah. Terhadap itu semua, apakah Pak JK yang dulu mengusung Anies Baswedan (seperti pengakuannya sendiri) bisa dan berkenan untuk mengevaluasinya.",
2020-11-29 05:13:10,_812ez4_P4hl3v1,"BARU, TADI MALAM...‼️
Jakarta di bawah Anies Baswedan panen penghargaan. Bhumandala Award dari Badan Informasi Geospasial (BIG). 
Sampai mumet sirahku bikin kepsyen. Apa gosah diposting aja yaa. Takut ada yg marah dan ndleming 😁😁 https://t.co/2FKMu5r1Q8",
2020-11-16 15:48:22,Hmmurahmurahhm2,"Lah Kalau Tak Diurus Kelompok
Mak Banteng 'Marah' !!! 🔨

Berita Swarakyat: Terlalu Sibuk Urus Hrs Dan Anies Baswedan, Jokowi ... https://t.co/u7xujgnpip",
2020-10-14 12:17:35,kebijakananies_,"Sekjen PDIP DIBERITAKAN HERAN, ADA KPALA DAERAH YANG TENANG2 SAJA MELIHAT FASUM DIRUSAK.

Anies Baswedan.Tetap Tenang, Tanpa Marah-Marah, Dan Lebih Pilih Kasih Solusi.Tak Hanya Sampah Pasca Demo Yang Dibersihkan Dalam Hitungan Jam.Infrastruktur rusak sada cepat diperbaiki.https://t.co/xbn18xnzyu",
2020-09-13 17:26:49,skybeforeyou,"•Bintang dan Malam•

Senja memang kenyataannya terlihat sangat cantik. Hadirnya tenang memancing sang malam untuk menyampaikan rindu lewat bintang2. Tp tenang sj, kalau jadwalnya sudah rindu pasti aku akan datang. Jangan bosan2 dirumah, nanti pak Anies Baswedan marah.

#seulhun https://t.co/MrpXtZlpCa",['seulhun']
2020-09-13 04:18:52,Mas_zobirin,"@syahgada @tribunnews pertanda cukong marah, buzzerp dan kakak pembina gagal menumbangkan goodbener indonesia anies baswedan",
2020-09-11 23:10:17,beritaislamorg,Kebijakan Anies Baswedan Bikin Istana Naik Pitam dan Buzzernya Marah Besar https://t.co/oGsR1kwxoa,
2020-09-11 15:35:55,reformasimental,Benny K Harman: Kebijakan Anies Baswedan Bikin Istana Naik Pitam Dan Buzzernya Marah Besar https://t.co/a6u3ngkb9z,
2020-09-11 15:26:12,swarakyatcom,"Kebijakan Anies Baswedan Bikin Istana Naik Pitam dan Buzzernya Marah Besar
https://t.co/i6uG9Zverh",
2020-09-11 10:24:33,ZakariaHalim17,Anies Adalah Pilihan Tuhan .. Benny K Harman: Kebijakan Anies Baswedan Bikin Istana Naik Pitam Dan Buzzernya Marah Besar https://t.co/5dujbjbxtr,
