val,word
1,jahat
1,memfitnah
1,kudis
1,mangle
1,pembunuhan
1,pupuk kandang
1,masokisme
1,pembantaian
1,materialis
1,campak
1,kekacauan
1,berantakan
1,jamur
1,lumpur
1,perilaku buruk
1,kesalahpahaman
1,pelanggaran
1,sengsara
1,kesengsaraan
1,sesat
1,kecelakaan
1,menyesatkan
1,salah tempat
1,salah saji
1,nyonya
1,ketidakpercayaan
1,tungau
1,ejekan
1,mengejek
1,penganiayaan
1,monokrom
1,keburukan
1,moral
1,morbiditas
1,kamar mayat
1,matiraga
1,nyamuk
1,seteguk
1,kotoran
1,lendir
1,lendir
1,berlumpur
1,muff
1,pembunuhan
1,pembunuh
1,pembunuh
1,keruh
1,pengap
1,dimutilasi
1,mutilasi
1,pemberontakan
1,tanpa nama
1,popok
1,jahat
1,mual
1,mual
1,jahat
1,diabaikan
1,nepotisme
1,jelatang
1,neurotik
1,nikotin
1,hidung
1,ketenaran
1,berbahaya
1,mengasuh
1,gemuk
1,obesitas
1,obi
1,mewajibkan
1,menjengkelkan
1,cabul
1,kecabulan
1,okultisme
1,gurita
1,keanehan
1,menjijikkan
1,menyinggung
1,pelaku
1,pelanggaran
1,ofensif
1,raksasa
1,cair
1,opium
1,lawan
1,menindas
1,penindasan
1,menindas
1,orc
1,orang buangan
1,kakus
1,kemarahan
1,terlalu mahal
1,berhutang
1,menyakitkan
1,lumpuh
1,parasit
1,burung beo
1,menyedihkan
1,kekurangan
1,kebinasaan
1,pelaku
1,penganiayaan
1,keringat
1,sesat
1,penyimpangan
1,sesat
1,sesat
1,hama
1,penyakit sampar
1,minyak bumi
1,dahak
1,palsu
1,babi
1,tumpukan
1,penjarahan
1,jerawat
1,saleh
1,perangkap
1,plagiarisme
1,wabah
1,keadaan buruk
1,penjarahan
1,perburuan liar
1,racun
1,beracun
1,keracunan
1,beracun
1,polemik
1,politik
1,mencemari
1,polusi
1,poligami
1,sombong
1,porno
1,pornografi
1,dimiliki
1,kepemilikan
1,kemiskinan
1,kuat
1,tidak berdaya
1,kehamilan
1,berprasangka
1,lancang
1,tusukan
1,tahanan
1,dilarang
1,memperpanjang
1,penuntutan
1,pelacur
1,prostitusi
1,memprovokasi
1,muntah
1,pedas
1,dihukum
1,hukuman
1,api penyucian
1,nanah
1,dukun
1,rawa
1,dipertanyakan
1,gila
1,mengamuk
1,kain perca
1,tengik
1,pemerkosaan
1,bajingan
1,ruam
1,tikus
1,sambutan hangat
1,pemberontakan
1,bandel
1,resesi
1,residivisme
1,kecerobohan
1,refluks
1,regurgitasi
1,penolakan
1,tetap
1,lalai
1,penolak
1,penolak
1,menolak
1,mencela
1,penolakan
1,tolakan
1,kebencian
1,mengundurkan diri
1,memperlambat
1,pembalikan
1,cabut
1,memberontak
1,rasa muak
1,ejekan
1,konyol
1,kekakuan
1,merampok
1,perampok
1,perampokan
1,nakal
1,benteng
1,busuk
1,membusuk
1,sampah
1,hancur
1,merusak
1,kejam
1,sabotase
1,pengorbanan
1,sarkasme
1,jenuh
1,nikmati
1,bekas luka
1,skizofrenia
1,mencemooh
1,memarahi
1,kalajengking
1,bajingan
1,berteriak
1,berteriak
1,menggosok
1,sampah
1,sekresi
1,sekresi
1,memisahkan
1,egois
1,tidak masuk akal
1,kalimat
1,separatis
1,septik
1,ular
1,budak
1,limbah
1,selokan
1,saluran air limbah
1,lusuh
1,gubuk
1,belenggu
1,palsu
1,malu
1,tak tahu malu
1,shanghai
1,sial
1,jelek
1,mengutil
1,menghindari
1,sakit
1,memuakkan
1,sakit-sakitan
1,sakit
1,dosa
1,berdosa
1,jahat
1,pendosa
1,dosa
1,fitnah
1,pembantaian
1,rumah potong hewan
1,penyembelihan
1,perbudakan
1,pembunuh
1,lendir
1,berlendir
1,jorok
1,ceroboh
1,kemalasan
1,lumpur
1,siput
1,kumuh
1,cercaan
1,lumpur
1,pelacur
1,licik
1,bau
1,berbau
1,penyelundup
1,kotoran
1,ular
1,menggeram
1,mencibir
1,bersin
1,sosialisme
1,sosialis
1,tanah
1,kotor
1,jelaga
1,jorok
1,nyeri
1,tanpa jiwa
1,asam
1,bintik
1,memuntahkan
1,laba-laba
1,meludah
1,merusak
1,palsu
1,mual
1,memadamkan
1,menggeliat
1,noda
1,jalan buntu
1,kios
1,mencuri
1,lengket
1,stigma
1,pelit
1,bau
1,bau
1,perut
1,bangku
1,mencekik
1,dilucuti
1,sty
1,penaklukan
1,subsidi
1,menumbangkan
1,penderitaan
1,mencekik
1,bunuh diri
1,bah
1,tenggelam
1,supresi
1,bermuka masam
1,rawa
1,rawa
1,kawanan
1,teguk
1,babi
1,tabu
1,tarif
1,menodai
1,hambar
1,kuning kecoklatan
1,menangis
1,padat
1,rayap
1,mengerikan
1,terorisme
1,teroris
1,tetanus
1,pencurian
1,teisme
1,pencuri
1,tanpa berpikir
1,remuk
1,mengancam
1,hemat
1,preman
1,omelan
1,kodok
1,toilet
1,berliku
1,penyiksaan
1,beracun
1,pengkhianat
1,gelandangan
1,sampah
1,sampah
1,parodi
1,berbahaya
1,pengkhianatan
1,mengobati
1,pohon
1,pengadilan
1,tipu daya
1,tirani
1,tiran
1,keburukan
1,jelek
1,maag
1,tidak dapat dipertanggungjawabkan
1,tidak menarik
1,tak tertahankan
1,tidak peduli
1,tidak pasti
1,najis
1,tidak masuk akal
1,tidak diinginkan
1,tidak diragukan lagi
1,gelisah
1,tidak sama
1,tidak adil
1,tidak setia
1,tidak menguntungkan
1,tidak ramah
1,tidak berterima kasih
1,tidak bahagia
1,tidak sehat
1,tidak dapat dibenarkan
1,tidak baik
1,haram
1,sial
1,tidak dapat diatur
1,tidak alami
1,tidak menyenangkan
1,tidak populer
1,sulit diatur
1,tidak memuaskan
1,tidak puas
1,gelisah
1,tidak sedap dipandang
1,tak terpikirkan
1,tidak rapi
1,tak diinginkan
1,tidak dicuci
1,tidak layak
1,kosong
1,sia-sia
1,vampir
1,varisela
1,vegetatif
1,racun
1,berbisa
1,hama
1,vesikular
1,ganas
1,menjadi korban
1,jahat
1,pendendam
1,kekerasan
1,dengan kasar
1,muntah
1,vulgar
1,vulgar
1,burung hering
1,kubangan
1,kutil
1,limbah
1,terbuang percuma
1,boros
1,pemborosan
1,berat
1,aneh
1,dara
1,merengek
1,pelacur
1,kejahatan
1,pengecut
1,lemah
1,mengernyit
1,menang
1,penyihir
1,layu
1,celakalah
1,sayangnya
1,memburuk
1,tidak berharga
1,pertengkaran
1,kecelakaan
1,celaka
1,celaka
1,kesalahan
1,salah
