content,username,tanggal Waktu,hashtag
2023-03-23 15:16:10+00:00,dch_ibx,"@Mdy_Asmara1701 "" (SKI) menyambut gembira dan bersyukur atas penandatanganan MoU (Memorandum of Understanding) yang dilakukan oleh 3 partai koalisi pengusung Anies Baswedan ""OLEH"" Presiden PKS (Partai Keadilan Sejahtera) Ahmad Syaikhu"",  ini mksdnya yg ttd 3 parpol ato hanya pks 🤦🏻‍♂️",
2023-03-23 14:27:19+00:00,Mdy_Asmara1701,"Mantap! Piagam Koalisi Perubahan sudah ditandatangani ketiga parpol, tinggal deklarasi bersama nih 👍

SKI Sambut Kesepakatan 3 Partai Pengusung Anies Baswedan di Pilpres

Sekretariat Kolaborasi Indonesia (SKI) menyambut gembira dan bersyukur atas penandatanganan MoU (Memorandum of Understanding) yang dilakukan oleh 3 partai koalisi pengusung Anies Baswedan oleh Presiden PKS (Partai Keadilan Sejahtera) Ahmad Syaikhu, Rabu malam (22/3) lalu.

Berita penandatangan piagam kerja sama yang dilaksanakan di kantor DPP PKS dan disaksikan langsung oleh Anies Baswedan itu disampaikan oleh Wakil Ketua Dewan Syuro PKS Mohamad Sohibul Iman ke beberapa media massa, Rabu (22/3/2023).
https://t.co/akNy9XEd4V",
2023-03-23 04:14:12+00:00,IwanKurus8,"@Mdy_asmara1701 festival pemilu membira wow Konseptual beut dah tuh!
Anies dan timnya memang betul-betul kaya gagasan brilian!

BIAR AJA DICONTEK GAPAPA KEK ACARA JALAN SANTAI DICONTEK Ntar SHOLAT JUM'AT DICONTEK BIAR AJA GOSAH DIRBUTIN KAN YEKAN!

Anies baswedan cada cerdasnya

☝️😎",
2023-03-06 05:48:52+00:00,miendyoe,"@Umar_Hasibuan__ Beda sekali dengan saat Anies Baswedan datang berkunjung kemanapun..Jgnkan di Indonesia,diluar negeri jg, orang yg tau sosok Anies akan antusias ingin bertemu..
Tanpa ada yg menggerakkan, sepontan warga histeris, gembira dan bersukaria sampai banyak yg berebut foto bersama🤗😇",
2023-02-25 02:34:45+00:00,kba_news,"USAI DPP PKS DEKLARASI ANIES BASWEDA CAPRES, PKS JATIM SAMBUT GEMBIRA DAN SIAP LAKSANANAN INSTRUKSI https://t.co/GTZIQKTVF6",
2023-02-24 02:32:03+00:00,NAWACIT4,"USAI DPP PKS DEKLARASI ANIES BASWEDA CAPRES, PKS JATIM SAMBUT GEMBIRA DAN SIAP LAKSANANAN INSTRUKSI https://t.co/fg0mph5fx2",
2023-02-24 02:32:02+00:00,nawacitadotco,"Usai DPP PKS Deklarasi Anies Baswedan Capres, PKS Jatim Sambut Gembira dan Siap Laksanakan Instruksi https://t.co/SkFDzk4D5t",
2023-02-24 02:32:00+00:00,nawacitamedia,"USAI DPP PKS DEKLARASI ANIES BASWEDA CAPRES, PKS JATIM SAMBUT GEMBIRA DAN SIAP LAKSANANAN INSTRUKSI https://t.co/ifeejy2tnv",
2023-02-16 13:02:57+00:00,sejahterahman,"GW Dukung & amp;Pilih yg Terbaik anies Baswedan Presiden Ri Ke 8 Indonesia Sejahtera Di 2024, DG Hati Gembira 🥳
Karena GW Yakin Akan Kapaabilitas, Integritas, & amp;Nasionalisme seoran @aniesbaswedan unkejahteraan dan maJUuan negeri tercinta indonesia.Merdeka!
🇮🇩💯🇮🇩💯🇮🇩💯🇮🇩💯🇮🇩",
2023-02-10 17:51:19+00:00,Simanjunta9Nico,"Amak-amak Melinial Agam Lakukan Cara Unik Dukung Anies.

“Mereka biasa saja. Tidak ada yang menolak. Malah ada yang tersenyum gembira. Menyahut bahwa mereka memang pemilih dan pendukung Anies Baswedan.""
https://t.co/Lgkr5Hi3g2

@AniesAHY @aniesfor2024 @Relawananies @aniesfor2024",
2023-01-31 01:35:04+00:00,inilahdotcom,"Kelompok relawan Forum Kemenangan Anies (Forkanies) menyambut gembira diumumkannya Anies Baswedan sebagai calon Presiden (Capres) 2024 yang diusung Partai Keadilan Sejahtera (PKS), menyusul sikap politik Partai NasDem dan Demokrat yang lebih dulu… https://t.co/ZBWAYMorGO",
2023-01-30 14:54:26+00:00,maymarmas,"Kemanapun pergi, Anies Baswedan disambut rakyat dengan gembira. Ada banyak harapan dan doa. 

Semoga Allah melapangkan jalannya untuk memimpin negeri ini, memandu anak bangsa melangkah songsong masa depan yang cemerlang. Adil sejahtera makmur sentosa dalam ridho Allah.. 

Aamiin",
2023-01-28 14:43:06+00:00,Yurissa_Samosir,"Kabar gembira...Kabar Gembira...Skywalk Karya Pak Anies Baswedan sudah di buka untuk umum...Keren juga JPO karya Pak Anies, Mantap dan keren 👍👍 https://t.co/OMUO7BqKut",
2023-01-25 03:34:41+00:00,fauzi2509,"@modien_ganesa @Relawananies Namanya orang gembira kok kau yang sewot, nanti orang ceramah berkobar² kau bilang intoleran..Sudahlah daripada pusing Mari kita kawal saja Pak Anies Baswedan jadi Presiden..Ayo kita usung dan dukung beliau...",
2022-12-08 13:20:54+00:00,NasDem,"Setibanya di Papua Anies Baswedan disambut tarian adat masyarakat Sentani dan riang gembira oleh para kader NasDem Papua, simpul-simpul relawan Anies dan masyarakat Papua secara umum.

#PartaiNasDem
#ItsTime #Papua #RestorasiIndonesia #NasDemBersamaRakyat https://t.co/k6H7w2T4b7","['PartaiNasDem', 'ItsTime', 'Papua', 'RestorasiIndonesia', 'NasDemBersamaRakyat']"
2022-11-24 04:11:47+00:00,Yurissa_Samosir,Alhamdulilah Pak Anies Baswedan Sudah Sampai Di Kota Palu Sulawesi Tengah Dan Masyarakat Kota Palu Sangan Gembira Gangan Kedatang Pak Anies Bahkan Waraga Kota Palu Btgondong/tgo.tgwut Kedatang Beliau ...,
2022-11-24 04:10:48+00:00,Simanjunta9Nico,"Politik Riang Gembira Anies Baswedan.

""Anies selalu tampil senyum, santun dan tidak meledak ledak. Inilah yang kemudian menimbulkan kesan berpoltik itu indah dan menyenangkan.""

https://t.co/nagStfhf6q",
