content,username,tanggal Waktu,hashtag
2022-11-25 07:32:09+00:00,ChaChaQer,"Dunia ini memang gk adil.. 

Anies Baswedan ngucapin selamat atas terpilihnya Anwar Ibrahim sbagai PM Menteri Malaysia, tapi justru sang PM menelepon pak @jokowi dan mengucapkan terima kasih..
.
Sedih cerita ini, Anies dilepehin...
#AniesNasdemOut https://t.co/UVTMRnFdpm",['AniesNasdemOut']
2022-11-08 12:40:39+00:00,nuruldwiasih,"@Tita83079013 Dari jaman presiden sebelumnya pak Soekarno pak Soeharto, pak bj Habibie, pak Gus Dur, ibu Mega , dan pak SBY, ngga pernah ada yg bilang Anies Baswedan dan keluarganya bukan pribumi numpang hidup, baru di jaman pak Jokowi dikatakan begitu, ada apa dgn negeri ku, sedih dengarnya",
2022-10-19 01:41:27+00:00,NanangH20078753,"Mang_yuga @aniesbaswedan @tatakujiyati @muhammad_husnil udah Ada Yangtis, Masih Cari Yg Sulit ... BISA2 KEMBALI LAGI KANOVIF PAKINAN PAKAMUH PAKAMUS ... SEDIH .. JAKARTA KOMOLITAN MAHILIAH ...",
2022-10-18 09:55:24+00:00,bangpoerslalu,"@UmarHasibuan75_ Keunggulan Anies Baswedan dibandingkan dengan lainnya itu begini @Dennysiregar7 
Anies tuh nurut jd boneka Oligarki Bewok dan Caplin.
Bewok sedih Petral dihapus Jokowi, Sonangol juga gagal",
2022-10-17 05:13:07+00:00,Gorajuara,"Momen Seedih Saates Anies Baswedan Beres-Bese Meja Kerja Dan Beri Pesan Menyentuh Hati
https://t.co/h44ffvfffq",
2022-10-12 15:16:53+00:00,MC_FatH,"Chusnulch__ @kpk_ri @kejaksaanri @firlibahuri @st_burhanuddin cie cie makin panik nih yee, sedih calonya sama sekali belum diusung manapun partai partaigan sendiriya, DideKlarain dideinasi partaikan sendara, DideKLARASI PARTAICANAYA, DIDKLARASI PARTAINAYA, DIDKLARASI BAHOLIINA, DIDKLARASI BAHOLIIN, DIDKLARASI BahKAN Ai nol Koma, Dan Cebong Togog Pun SemakinBrutal Nyerang Anies Baswedan",
2022-10-04 12:12:28+00:00,FrediHadikusuma,"@Chusnulch__ @anjarpranowo makin seru nih liat para cebong Beriak kolamnya..macam cenul.Panik, Seedih, Was2, Marah, Dan Mereka Trs2an Mengelu2kan Ganjar Yg Belum Jelas Diusung Siapa .. 🤪
Ehh malah anies baswedan yg udah duluan dipinang nasdem..sakitnya tuh nyelekitttt pake bingitttt ... hahahaha",
2022-09-14 00:18:26+00:00,JundisOne,"@Relawananies @f1rmanh Sedih gue, semoga semua pembangunan fisik Dan sosial di DKI yg sudah tertata baik tetap terjaga sepeninggal Pak Anies Baswedan",
2022-09-13 08:09:03+00:00,medcom_id,"Ketua DPRD DKI Jakarta resmi mengumumkan berakhirnya masa jabatan Gubernur DKI Jakarta Anies Baswedan dan Wakil Gubernur Ahmad Riza Patria . 

Pada sedih ga nih warga Jakarta ditinggal pak @aniesbaswedan dan pak @ArizaPatria 

#MedcomID

https://t.co/jSueH0R4oV https://t.co/qlW6soAI0I",['MedcomID']
2022-09-13 05:39:12+00:00,f_fathur,"@bjorkanesian Kalau di negeri konoha, apapun masahnya Yg salah selalu  IB HRS, HBS, Anies Baswedan, HTI,  FPI dan Oposisi serta Kadrun. Karena semua kesalahan negeri ini selalu mereka yg di salahkan oleh buzzer dan regime.. 
Sedih kan https://t.co/7AkaX73HBO",
2022-08-06 02:09:13+00:00,tonyjonatan2,"@Maya83206301 Merasa prihatin, dan sedih yaa...
Tapi knp warga DKI JAKARTA diem aja,
Kaya nya happy ya, punya Gubernur Anies Baswedan....
Salut dan angkat topi buat warga DKI...
🤣😇",
2022-07-31 08:46:46+00:00,Bonar170845,"@ekowboy2 @chusnulchuluq20
Ada Kadrun Tolol Komen Begini:
====
Anies Pake Bahasa Arab Bukan Krn Etnis Keturunan Tapi Krn Orang Islam ..
====
Setolol-Tololnya Komentar Dari Orang Miskin Nalar Dan Logika Pemuja Anies Baswedan.
Seedih Banget Dah.",
2022-06-08 13:52:58+00:00,ikamawar_,"TOLONG DIBEDIGA BENDA TAUHID DAN BENDA HTI, SEDIH SEDA KALAU BENDA TAUHID DIKATA BENDA HTI.

Seolak-Olah Ada Narasi Yang Ingin Menyudutkan Anies Baswedan Yang Didukung Fpi Dan Hti.",
2022-05-29 14:11:39+00:00,M_Zulfan_Z,"@Gandawan Saya sebagai warga Jakarta, tinggal, kerja dan ber-KTP Jakarta, saya sedih dan sengsara sejak Anies Baswedan menjadi gubernur. 

Macet semakin menjadi-jadi. Tidak ada LRT dan MRT baru. Semua karya Ahok.

Banjir semakin luas. Hanya dijaman Anies saya harus mengungsi karena banjir.",
2022-05-10 16:05:39+00:00,woopserror,"ikut kasihan ga yah, ikut sedih aja deh :(

Anies Baswedan Terkesan Radikal dan Intoleran, Denny Siregar: Gue Sebenarnya Kasihan https://t.co/f6BXbjwLvX via @terkinidotid",
2021-11-11 02:23:39+00:00,guemaungeluh,"@tempodotco Bingung, Kenapa ya Orang Orang yg punya kuasa malah gapunya rasa hormat terhadap satu sama lain.Apa Kah Kekuasaan Membuat Siapapun Bisa Dinormalisasi Utk MerendaHkan, Dan Menentukan Siapa Yang Di Ejek?Aku Bukan Waraga Jakarta, penggemar Apalagi Bapak Anies Baswedan.CM Seedih Aja ..",
2021-11-11 02:23:19+00:00,guemaungeluh,"Bingung, Kenapa Ya Orang Orang Yg Panya Kuasa Malah Gapunya Rasa Hormat Terhadap Satu Sama Lain.Apa Kah Kekuasaan Membuat Siapapun Bisa Dinormalisasi Utk MerendaHkan, Dan Menentukan Siapa Yang Di Ejek?Aku Bukan Waraga Jakarta, penggemar Apalagi Bapak Anies Baswedan.CM Seedih Aja ..",
2021-10-22 14:23:38+00:00,men_nkri,😆😆😆 WARGA JAKARTA BERDUKA DAN SEDIH DIPIMPIN ANIES BASWEDA Keturunan Arab https://t.co/xudh4y7m8y,
2021-10-09 01:26:13+00:00,Alliinzz,"Menuru predissi;
Masa Bhakti anies Baswedan Akan Segera Berakhir Bersama Delangan Rampungnya Jalan Formula E Pulau Reklamasi.

Sebagai Pendukung Kita Pasti Sedyh Dan Kecewa, Bagaimana Kalau Kita Turun Ke Jalan Dan Mendesak Pemerintah Dholim Ini Menambah Masa Bakti Jokowi.https://t.co/rinkbpghol",
2021-07-25 05:47:41+00:00,Tejanurcahya99,"@jokowi baca komen2 saudaraku sebangsa dan setanah air bikin sedih.
saya lihat Pak Anies Baswedan jauh lebih cerdas dari kumpulan menteri anda ada baiknya serahkan ke beliau sementara waktu bila pandemi sudah baik anda jadi presiden lagi",
2021-04-15 14:09:43+00:00,Itsmestronger,@Pt_transjakarta @prasetyoedi_ @aniesbaswedan semoga bapak anies baswedan dan bapak prasetyo edi melihat ini.sedya saus melihat keadaan bapak penyakit sakit dan penyakit masih kuliah melihat harang penggeluarkan Pundi-pundi uang unkulkan sesuatu Yang kurang tepat :),
2021-03-25 09:28:02+00:00,timescoid,"Kebasanan matraman coran Korban jiwa, gubernur dki jakarta anies baswedan berduka: gubernur dki jakarta anies baswedan turut merasa sedih dan duka atuspyky/htonky di permukiman pendudukia/htonykky di permukiman #KETAHANANINFORMASI","['beritabaik', 'timesindonesia', 'ketahananinformasi']"
2020-11-17 10:58:22+00:00,5l4m3ts,@DPPFPI_ID Alhamdulillah..sedih sih gak bisa temu kangen..tapi harus Alhamdulillah..takut mudhorot nya lebih besar.. bukan soal Korona nya tapi lebih ke Habib Rizieq Syihab dan ke Pak Anies Baswedan yang mana sekarang saja sudah di sedemikian di gencet sana sini,
2020-09-17 06:27:33+00:00,NahItuDia19,SeDEH Ya Allah.Semoga Allah SWT Mengampuni Segala Dosa Alm.Dan Anggota Tempat Terbaik Disisi-Nya.Dan Kpd Pak Anies Baswedan Dan Jajaran Pemda Dki Smoga Senntiasa Diberikan Kekuatan Dan Kesehatan Dlm Menjalankan Aktivitas Sehari2.AAMIIN,
2020-09-11 18:59:06+00:00,mh_nazr,"Media Bangsat, Media YG Lebih Perhatian Terhadap Seonggok Sampah
tp lupa dgn jerit tangis rakyat dan nakes yg tengah berjuang
#Jokovidberbahaya

Kebijakan Anies Baswedan Membuat Inul Daratista Seedih Banget https://t.co/sftl4nbldz",['JokovidBerbahaya']
2020-09-11 05:45:11+00:00,Jhonkosmik,"Keselamatan warga jauh lebih penting dari lainnya.
Saatnya semua mendukung rencana PSBB ⁦Jakarta⁩ dan jika perlu #LockDown.

Semoga daerah lain ikut serta demi keselamatan warganya

Kebijakan Anies Baswedan Membuat Inul Daratista Sedih Banget https://t.co/4ityHlCACF",['LockDown']
2020-07-15 03:35:06+00:00,BaliLeo_BaliLei,"Tiap hari gw itungin yg follow gw, dan tiap hari ada aja yg gw follow dan polbek, tapi anehnya kenapa follower gw malah berkurang dari hari ke hari? Apakah ini Salah pak anies Baswedan..? 😥 Sedih aku tuh sebagai 0posisi...",
2020-04-15 01:34:26+00:00,KikiSeptiN,"@aniesbaswedan selamat pagi pak ..
terima kasih atas kerja kerasmu .
dan rasa perhatian untuk kami .
semoga sembako yang bapak berikan kepada rakyatnya akan bermanfaat .
jujur saya pribadi sedih jika ada yang mencela pemberian sembako dari bapak Anies Baswedan
Thank's Gubernurku",
2020-03-15 07:13:31+00:00,mutday,Nambah jd 117 org yg positif dan dominan di Jkt berarti upaya pak anies baswedan sudah cukup baik untuk mencegah penularan covid-19 di Jkt. Sedih nya oh jakarta,
2020-03-14 09:08:03+00:00,nitia_a,"Menuru GW Apa Yang Dilakukan Anies Baswedan Adalah Hal Yang Biasa Dan Warak.Pemberitahuan Lokasi Pasien Positif, Meliburkan Tempat Umum, dll.TAPI KARENA YANG LAIN BANYAK YANG GA BEGITU DAN MALAH NGAWUR GA KERUAN, Kesenanya Jadi Bagus Dan Nyuri Perhatian.Sih sebenarnya 😥",
2020-02-07 13:52:58+00:00,WuloloHenos,"Bang Yos, Gubernur dki dua Periode yg Maranam pohon2 Ditaman Monas Sedyh, Dan Gak Sanggup LiHat Kenyataan, anies Baswedan Menggunduli Pohon2 yg sdh Berusia Puluhan Tahun di di di di di di di di di di dalam.
Munckin Mau Diganti Dgn Pohon Plastik Ya ... 😂

https://t.co/bcfv7zluoi",
2020-01-02 10:47:50+00:00,coldrebellion,"Yang bikin saya sedih adalah kita belum bisa mengkritik Anies Baswedan tanpa bawa-bawa ras, agama, dan Gubernur sebelumnya.

Padahal Ahok tak luput dari kritik dan Anies sudah lama menjabat. Sejak kapan sih kita memilih fanatik pada figur politik alih-alih kritis terhadap mereka?",
2019-10-18 21:47:32+00:00,ayu_nasischa,"Sedyh Itu Adalah Mereka Yang Berteriak Nyuruh Totalitas Nkri Harak Mati, Malah Menghina Pak Novel Baswedan Dan Anies Baswedan Sebagai 'Kadal Gurun' Dan Sebagainya.Saya tidak mati keras dari mereka, tetapi saya hanya memperhatikan bagaimana kekacauan negara ini 😖

https://t.co/k9w6pxm1uu",
2019-07-11 10:43:57+00:00,hedrakhrari,"Banyak bgt para pendukung atau pemilih anies baswedan dan Ahok saling menyerang, menjatuhkan menjelekkan mereka. 
Sedih bgt . menurut gw mereka yang terbaik",
2019-07-09 02:12:05+00:00,musniumar,"Saya sedih dan prihatin org yg sebut Anies Baswedan bodoh, munafik, pembohong ternyata jebolan pesantren dan pernah belajar di Al Azhar Mesir. Dims muda sy pernah bljr ke KH Masykur, KH Syukri Gozali dan KH Ibrahim Hosen (semua NU). Mrk ajarkan ke sy berkatalah yg baik atau diam",
2019-04-05 12:18:52+00:00,thediaryofmugi,"@indsane apakah bobby disteril?Apakah Bobby Sudah Vaksin Lengkap?NGGAK DIJELASKAN.Dan Hanya Kampanye Sedikit Sekali Soal mengadopsi Don't Shop.Seedih Akutu ~

Bapak anies baswedan maga sama.Akunnya Hanya Bahas Kucing Saat Rame Razia Kucing Di Jakarta Saja.Padahal Beliau Penayang kucing.",
2018-10-30 10:09:47+00:00,yuniantomastenk,"@ghanieierfan Apalagi ini, hanya krn Beri Dukungan Ke Ahok, Anda Dukung Anies Baswedan JD Nyinyir Dan Se Indonesia Kesimpulan Nya, Sedih Sy.",
2018-08-19 17:56:17+00:00,kaz_alexandria,"@TsamaraDKI saya lebih sedih lagi tdk melihat Bapak dan Ibu dr Jakarta, Bapak Anies Baswedan&amp;Istri, padahal notabenenya tuan rumah, jd inget kejadian difinal piala presiden, Alloh lah yg mengangkat derajat seseorang, terbukti Bpk.Anies diangkat derajatnya oleh Alloh,
salut for Pak Gub Anies",
2018-08-18 15:29:51+00:00,jopielivia,"@NetMediatama Terlepas Dari #OpeningCeremonyasiAngames2018 Di Jakarta Yang Spektakuler Dan Baat Saya Buang.

SAYA JG SEDIH GAK LIHAT GUB JAKARTA ANIES BASWEDA DISOROT PAMERA TV.Ngapa ya?

Yaudahlah.Seorang pria menunjukkan Kali Ini Jgn Sampe DiruSak SM Cameo.Ya Keles ..",['OpeningCeremonyAsianGames2018']
2018-08-10 11:15:01+00:00,jawapos,Nur Asia Uno Sedih dan Peluk Erat Istri Anies Baswedan https://t.co/jiqKE8IaM3,
2018-06-29 10:24:07+00:00,RapudiZangga,Salute utk pag anies baswedan.Supses moga pimpin ibu kota negara yg super majemuk dan barometer nkri.Slmt ultah utk pag ahok.Ksempatan Emas Utk Pag Ahok Menginjil Dirutan Walau Seedih Dan Pedih Tapi Semua Ada Hikmahnya.Tenang Damai Jaya Sejahtera Nkri Kita.Amin.Haleluyah.https://t.co/gs4sj1u6fs,
2018-06-28 00:51:50+00:00,miradiani,"sbg warga tebet saya merasa sedih. dan ternyata saya ga sendiri.
Presiden Joko Widodo Kementerian Pendidikan dan Kebudayaan RI Anies Baswedan
~~~~~~
Subjek: PPDB SMP Negeri di DKI tahun 2018 tidak berpihak pada... https://t.co/o1ZI5PsKXh",
2018-05-10 08:44:03+00:00,Maulanayahyas,@ustadtengkuzul populernya sekarang ini mahasiswa riau dirangkap sama paspampres.SEDEH KAN?Menolak Lupa JUGA ZAADIT TAQWA SAMA PAK ANIES BASWEDAN TERYAM MASALAH KARTU KUNING JOKOWI DAN GBK DENGAN PASPAMPRES.Hanya Minta Maaf Doang Tapi Dosanya Makin Ngalir.#2019Gantipresiden,['2019gantipresiden']
2018-02-18 22:08:51+00:00,Weyie_Malaccano,"aat melihat video Paspampres menghadang Gubernur DKI, Anies Baswedan, pikiran saya berkecamuk antara sedih dan... https://t.co/sVfl4q4wZP",
2017-11-24 06:05:40+00:00,tribunmedan,"Nek Mimi Beber Perbedaan Sikap Anies Baswedan dan Ahok, Bikin Kaget dan Sedih https://t.co/9pXsvAyRWT via @tribunmedan",
2017-07-25 06:37:59+00:00,Rizkihadi,"Sedih adalah disaat netizen bumi datar, penganut gaj ahmada, dan sekitarnya lebih peduli terhadap kasus hermansyah daripada anies baswedan.",
2017-04-20 12:14:56+00:00,jojorivai,"Seedih Ahok Kalah, Nikita Mirzani Tagih Janji Anies Baswedan: Tutup Alexis Dan RUrah DP 0 Persen!
https://t.co/rcy5dlliq2",
2017-04-19 08:20:13+00:00,Philiplesmana,@Roryasyari Kali ini Saya Seedih Beneran @roryasyari.Waktu Trump MANG MASIH BIASA2 SAJA ... TAPI SELAMAT BUAT ANIES BASWEDA dan BANG SANDI,
2017-03-28 04:47:20+00:00,Delidolfina,"Tribun: Ahok Sedih Bakal Dipecat Anies Baswedan: Anies Baswedan dan Sandiaga Uno, sempat berandai-andai… https://t.co/VccNdQqKUu #NewsToday",['NewsToday']
2017-02-11 05:09:13+00:00,yudhislembang,"Jelas Sudah Klo #aksi112 Adalah Politik Berkedok Agama Karena Dalam Aksi Itu Ada Ahy Dan Anies Baswedan.
SEDIH ISTIQLAL JD MIMBAR POLITIK ..",['Aksi112']
2016-12-04 13:51:04+00:00,simpul_id,"Survei: ""Netizen"" Sambut Positif Sri Mulyani dan Sedih Anies Baswedan Diganti https://t.co/9VCjVReI9F https://t.co/G5K95G6NRL",
2016-07-29 00:33:04+00:00,budykevin12,"Retweeted KOMPAS TV (@KompasTV):

Survei: Netizen Sambut Positif Sri Mulyani dan Sedih Anies Baswedan Diganti... https://t.co/IDtEfLM0mH",
2016-07-28 22:07:01+00:00,KompasTV,Survei: Netizen Sambut Positif Sri Mulyani dan Sedih Anies Baswedan Diganti https://t.co/YSkiPbuFDp,
2016-07-28 18:58:10+00:00,smg_ID,Hasil Survei: Netizen Sambut Positif Sri Mulyani dan Sedih Anies Baswedan Diganti https://t.co/KHiIQoqHgW,
2016-07-28 16:38:42+00:00,igenpermana,SAYA SANGAT Terkejut Dan Seedih Ketika Tahu Berita Bahwa Bapak Anies Baswedan Kena Perjaman,
2016-07-28 13:55:54+00:00,yoris,"Anies Baswedan Dan Kisa Relawan Yang Tersingkir Dari Kabinet Jokowi
https://t.co/expavuktth sedih ya ... #terimakasihabw",['TerimaKasihABW']
2016-07-28 07:16:01+00:00,ayuwindari06,"Penggemar bapak bapak anies bapak bapak, sedyh dan kaget sengkar bapak suda tenjek… https://t.co/djm06l2upq",
2016-07-28 04:43:52+00:00,ratnadhe70,"Lagi sedih nih,
Anies Baswedan dan Ignasius Jonan sudah tidak menjabat menteri lagi ...",
2016-07-28 04:25:12+00:00,GoNewsdotco,Survei: netizen sedeh anies baswedan diganti dan sambut positif sri mulyani https://t.co/gjlhlszlnj,
2016-07-28 03:21:13+00:00,TuitLampung,#TuitLampung Survei: Netizen Sedih Anies Baswedan Diganti dan Sambut Positif Sri Mulyani #Lampung #Tuit,"['TuitLampung', 'Lampung', 'Tuit']"
2016-07-28 02:43:35+00:00,triwul82,"Survei: ""Netizen"" Sambut Positif Sri Mulyani dan Sedih Anies Baswedan Diganti https://t.co/AFZR9R960d via @kompascom",
2016-07-28 02:41:54+00:00,_MFI_,"Survei: ""Netizen"" Sambut Positif Sri Mulyani Dan Sedyh Anies Baswedan Diganti.https://t.co/huhalcsuga",
2016-07-28 02:35:26+00:00,HeriWiyanta,"Pak anies bagus kejanya RT""@kompascom Survei: ""Netizen"" Sambut Positif Sri Mulyani dan Sedih Anies Baswedan Diganti. https://t.co/V8uoAgi73L",
2016-07-28 02:34:15+00:00,zionly_,"@jokowi @pak_jk @pramonoanung & gt;Survei: ""Netizen"" Sambut Positif Sri Mulyani Dan Sedyh Anies Baswedan Diganti.https://t.co/viqstgtpea",
2016-07-28 02:33:03+00:00,kompascom,"Survei: ""Netizen"" Sambut Positif Sri Mulyani Dan Sedyh Anies Baswedan Diganti.https://t.co/of4iygjuud",
2016-07-28 01:06:14+00:00,fthnFauziah,"Saya pribadi menyayangkan dilepasnya Bapak Anies Baswedan, saya sedih. Tapi saya percaya Beliau akan selalu dan terus menginspirasi..",
2016-07-27 12:44:52+00:00,dayupravita,"Sebagai Anak Dari Seorang Guru, Dan Sebagai Orang Yg Kerjaanyaa Ga Jauh2 Dr Dunia Pendidikan, Seedih Bgt Denger Pak Anies Baswedan Diganti.",
2016-07-27 06:24:34+00:00,abdausiraj22,"Seneng Sri Mulyani kembali, sedih Anies Baswedan diganti. Bingung kenapa Puan Maharani dan Rini Soemarno masih ada. Ah, politik. Cc @jokowi",
2016-07-27 06:04:58+00:00,wahyew7,"SENENG DGN TERPILIHNYA SRI MULYANI.Tapi Seedih Karena Ignasius Jonan, Anies Baswedan, Dan Sudirman berkata Diganti ..: |https://t.co/v3mjlzusoj",
2016-07-27 05:07:17+00:00,is_nna,"Anies baswedan keluar ..
Bu sri mulyani masuk ..
SEDIH DAN SENANG DISAAT BERSAMAN ..",
2016-07-27 04:23:40+00:00,AdamYao_,"Pak @jokowi, Sudirman mengatakan Dan anies baswedan direshuffle tp kok putri mahkota tak tergoyahkan ya, di situ sapera merasa sedih",
2016-06-21 02:16:14+00:00,devilpenakut,"SEDIH BACANYA.Semangat Pak Anies!

KISAH MURKA ANIES BASWEDA DAN MEMO Yang BOCOR HTTPS://T.CO/GT5DH2KSCT",
2015-05-17 01:22:23+00:00,QonitahRAisy,"Pap Teman Kamu Yang Selalu Buat Kamu Tertawa, Senang Dan Seedih - Motivasi Khusus Anies Baswedan http://t.co/zvw5qenest",
2014-10-26 11:47:29+00:00,KH4P03R,"Ada Puan, Kofifah, dan Anies Baswedan beserta pak Cahyo... Tp sedih tak ada satupun #batak di #kabinetkerja. . Baru kali ini nihil ras Batak","['batak', 'kabinetkerja']"
2014-06-25 15:24:33+00:00,twtonlyr,ADA Seminar Bareng Anies Baswedan Dan Gue Nggak Kebagian.SEDIH.:(,
2014-04-21 13:46:06+00:00,nungggg,"FM Kim Soohyun Ajaah Dia Kan Gak Sering Ke Indo ""@nhaaaum: SeediH Adalah Ketika Haru MEMILIH KULIAH UMUM PAK ANIES BASWEDA DAN FAN Meet Kim",
2013-09-03 15:44:50+00:00,yudhit_c,"Jika Kalian Seedih Karena Anies Baswedan Ikut Konvensi Partai Demokrat Dan Mezut Ozil Pindah Arsenal, Kalian Adalah Tempanku.",
2011-10-14 16:28:37+00:00,PemmaPutri,"Sedih, iri, kesel :( pasti lagi pada deg2an ga bisa tidur karena besok pake toga dan disalamin Pak Anies Baswedan :')",
