content,username,tanggal Waktu,hashtag
2023-01-13 11:30:00+00:00,kba_news,"Cerita Teman Ugm, anies Baswedan Tak Pernah Baper Dan Marah

https://t.co/czgqogfk73",
2023-01-12 15:33:40+00:00,indoaktual,"Cerita teman ugm, anies baswedan tak pernah baper dan marah https://t.co/1x1wz9lffh",
2023-01-12 13:13:05+00:00,Relawananies,"Cerita Teman Ugm, anies Baswedan Tak Pernah Baper Dan Marah

https://t.co/lnx1o0srmv",
2023-01-08 20:48:33+00:00,MMuhansir,"@Paltiwest @jokowi Mengapa Jokowi Marah Ke Nasdem, Karena Nasdem Menalonkan Anies Baswedan Yang Telah Mengalahkan Dan Mempermalukan Cagub Jokowi Dahulu Si Ahog",
2023-01-04 13:54:00+00:00,cagubnyinyir2,"Refly Harun: Rezim Jokowi Hayal Anies Baswedan, Makin Dihater Makin Top Dan Mnrt Tempo Ketua Kpk Firli Ngotot Usut Formula E Ke Tahap Penyidikan Mengarah Penya Penetapan Tersangka Anies, Masyarahat Akan Marang.https://t.co/rdhpflzybu
@Sukma_ekalaya @themyth888 @22simileriti",
2022-12-30 02:16:24+00:00,bjarbjor,"Pengen Jadi Buzzernya anies Baswedan, Kayanya Fee-Nya Gede, Dilihat Dr Banyaknya Orang Yg Setia Marah Marah Membela Anies Baswedan.
infonya dong yg Ada Lowonganya, Siap Marah Marah Dan Membela Mati-Matian Di Sosmed",
2022-12-29 01:55:40+00:00,asboedionoid,"Hal Yang Sama Sekarang Melanda Anies Baswedan, Kpu Sudah Menjadi Alat Pemenangan Capres Tertentu (Apapun Sanggahanya Konspirasi Pemenangan Capres 2019 Sudaah Terbukti) Dan Konspirasi Itu Membuat Masyarakat Marah.Sementara Prabowo Mengatakan Demi Keutuhan Nkri #Hening",['hening']
2022-12-24 08:57:11+00:00,AdiAji14974914,@txtdari2024 @aniesbaswedan bumi dki jakarta marah sama anies baswedan dan anggota salam Perpisanan ... 🤭 https://t.co/ipjdabb2uz,
2022-12-16 06:49:55+00:00,Bethara_Kala,"Indikatornya Jelas.Pilkada Dki Adalah Contohnya.Meski Jusuf Kalla Melabeli Para Pendukung Ahok Marah, Namun Masyarakat Di Luar Dki Yg TDK Tahu Menahu Dengan Ahok Merasa Bhw ""Ada Sesuatu Yg Lain"" Yg Berbahaya Dari Cara Berpoliter JK Anies Anies Anies Basi.",
2022-12-04 00:44:27+00:00,Iswandi19841988,Baswedan Kalian Fitnah Radikal Dll..karna Saya Tahu T Hanya Fitnah,
2022-11-25 05:33:43+00:00,lutfan_mohamad,"@Madebylaluna Menghina siapa sih ??
Siapa yg dihina ?
Kok kamu marah ?

Kalo lu sendiri jelas jelas suka menghina dan fitnah Anies Baswedan, iya kan ?",
2022-11-20 17:14:33+00:00,yunankingstar1,"Anies Baswedan Marah Dan Terpancing Emosional WKWKWK GUA Pikir Anies Baswedan Orang Nya Penyabar Ternyata Bisa Marah MagA WKWKWK
https://t.co/igxruyt3s8",
2022-11-15 07:13:05+00:00,jamalkobain666_,@DETIKCOM LAH ACT ORANG2 SUCI TEMENNA FPI DAN ANIES BASWEDA WALAUPUN SALAH NGKPAPA KAN ENTAR MUNARMAN MARAH LOE,
2022-11-12 01:46:18+00:00,JarnasABWBpn,"Ada Yg Bilang Tegas Itu Haru Marah-Marah Dan Memaki-Maki, Masa Sih?😁

Tegas Bukan Bengis, Itulah anies Baswedan.

https://t.co/unky76ju1f

#Aniespresiden2024 https://t.co/hafcfojiwl",['AniesPresiden2024']
2022-11-04 02:48:16+00:00,Bambang18911805,@AlmaricJ @ganjarpranowo Ternyata gak mempan narasi yang di bangun AA. Terlanjur cinta dengan Pak Anies Baswedan karena kinerja yang baik dan sopan santun dalam bertutur kata. Gak pakai marah marah seperti pemimpin yang lain.,
2022-11-04 02:47:52+00:00,Bambang18911805,Ternyata Gak Mempan Narasi Yang Di Bangun AA.Terlanjur Cinta Pak Anies Baswedan Karena Kinerja Yang Baik dan Sopan Santun Dalam Bertutur Kata.GAK PAKAI MARAH MARAH SEPERTI PEMimpin Yang Lain.,
2022-11-04 02:45:16+00:00,Bambang18911805,@Daengwahidin2 Ternyata Gak Mempan Narasi Yang Di Bangun AA.Terlanjur Cinta Pak Anies Baswedan Karena Kinerja Yang Baik dan Sopan Santun Dalam Bertutur Kata.GAK PAKAI MARAH MARAH SEPERTI PEMimpin Yang Lain.,
2022-11-04 02:44:54+00:00,Bambang18911805,Ternyata gak mempan narasi yang di bangun AA. Terlanjur cinta dengan Pak Anies Baswedan karena kinerja yang baik dan sopan santun dalam bertutur kata. Gak pakai marah marah seperti pemimpin yang lain.,
2022-10-29 18:01:31+00:00,pangeran_cAkra_,"@M45Broo https://t.co/oj9J4rgiwb

Jelas bibit ya

Dan bukan pecinta bokep

RI 1 
ANIES BASWEDAN
.
CEBONG YG MW WARAS .
YUK GABUNG
DITUNGGU INSYAF NYA
..
BIANG EBONG EMOSI
KESEL 
MARAH 
NGADU NGADU 
LEMAH KAU EBONG",
2022-10-23 10:08:41+00:00,Cendold38052255,"@Miduk17 @Aniesbaswedan Dan Gara ""anies Baswedan Standar Gubernur Dki Lebih Tinggi Lagi. Banyak Prestasi & amp; Karya Nyata. MEMAJUukan DKI TANPA MARAH"" & AMP;adem.Menghargai Setiap Warak DKI Tanpa Memandang Agama, Ras, Suku.Maju Kotanya Bahagia Warganya.🥰🥰🥰",
2022-10-22 23:48:10+00:00,Muntang9,"Halo Orang Paua
Blio Anies Baswedan TDK Marah TDK Lapor Polisi Ketika Poto Blio Di Edit Dgn Pakian Adat Papua Oheh Ruhut Sitompul Dgn Tujuan Dihina

Pilih Blio Calon Presiden Harapan Orang Papua Dan Seluruh Rakyat Indonesia https://t.co/v9xxvkk6iq",
2022-10-19 12:02:52+00:00,partidgewifey,lucu bgt barusan feast marah karena lagunya dijadiin backsound partai nasdem dan anies baswedan tanpa meminta persetujuan dr yg punya lagu. Apa mereka gatau ya lagu2 feast itu isinya kritikan buat pemerintah sksksk,
2022-10-18 13:03:45+00:00,ahmad_tandjung,Negara ini adlh negara hukum dan demokrasi.klo kemuda pancasila mendukung anies baswedan kok ntt dan ambon marah dan menyebu mako.pp siapa yg sebuse nya nya nya yg.radikal dan tereris kita harpkan harana nya tradikal Hukum Melawan,
2022-10-16 04:07:55+00:00,DsSupriyady,"@geloraco rakyat Suda Bosan DG Pemimpin Penuh Buualan Dan Pencitraan, Pemimpin Penipu Rakyat ,, Pemimpin DG Kosmetik Tebal, Pemimpin Genit Yg Selalu Berlengak- lenggok Gak Jela Didepan Kamera.

Rakyat Rindu Pemimpin Sejati Seperti anies Baswedan, Mengayomi, Sabar, TDK Pernah Marah Dll",
2022-10-16 03:58:49+00:00,DsSupriyady,"@taufikcokklat @boediantar4 Tak bisa dipunciri gubernur dki anies baswedan disukai masyarakat.
Pemimpin yg tidak pernah terliihat marah ... Munckin ini yg tidak dimilisi pemimpin lainnya!
Penyabar Baik Baik Dan Tidak Sombong 😊",
2022-10-08 15:04:09+00:00,DsSupriyady,"@Sikebongce @tsamaradki Relatif Tenang, Emosinya Terjaga, Tidak Pernah Marah, Apalagi Sampe Melaporkan Rakyat, Dan Ulama, Tidak Pernah, Gubernur YG Sopan Dan Santun, Beda DG Jokowi!
Gubernur dki anies baswedan Jelas Pendidikananya, Silsilah Keluarganya Ini Juga Kebalikan Dr Jokowi, YG Serba Gak Jelas.",
2022-10-08 14:58:55+00:00,DsSupriyady,"@SiKebongce @TsamaraDKI Setelah pilkada usai dan gubernur DKI Anies Baswedan menjabat,tidak ada Politik identitas,bahkan aku belum pernah sekalipun melihat Beliau marah saat menjabat,tidak seperti gubernur sebelumnya yg kerjaannya marah - marah dan mengeluarkan perkataan kotor , gubernur Anies ini...",
2022-10-07 22:28:41+00:00,Syinyo,"@Oposisicerdas dia lagi meni proyek menjatuhkan anies baswedan, ya sudah jadi tanggung jawabnya, bikin kisruh, bikin marah, membiola-balikan pikirkan waras menjadi gila, menin-diranya lalikan lonulan langulan menjadi gila, menin, meninkan, Mendungan, Menjadi Halikan, Menjadi Gila, Mendungan.",
2022-10-05 01:15:09+00:00,OposisiCerdas,"Debat Denny Siregar Dan Niluh Djelantik Usui Surya Paloh Dukung Anies Baswedan Capres 2024, Marah?
https://t.co/skwmqyd0ac",
2022-10-04 12:12:28+00:00,FrediHadikusuma,"@Chusnulch__ @anjarpranowo makin seru nih liat para cebong Beriak kolamnya..macam cenul.Panik, Seedih, Was2, Marah, Dan Mereka Trs2an Mengelu2kan Ganjar Yg Belum Jelas Diusung Siapa .. 🤪
Ehh malah anies baswedan yg udah duluan dipinang nasdem..sakitnya tuh nyelekitttt pake bingitttt ... hahahaha",
2022-10-04 09:35:00+00:00,democrazymedia,"Debat Denny Siregar Dan Niluh Djelantik Usui Surya Paloh Dukung Anies Baswedan Capres 2024, Marah?
https://t.co/nj4063lbzt",
2022-09-24 16:38:23+00:00,Karinbahary2,"Gua Betawi
Mereka Betawi
Dan Kita Anies Baswedan
Jangan Senggol Betawi Ya Ntar Bang Pitung Marah 😁🤭 https://t.co/x0f8jqtoqe",
2022-09-16 22:06:34+00:00,didickputra73,"@geloraco Insyaallah Anies Baswedan calon terkuat presiden dan semoga menjadi presiden RI,  karena sudah terbukti bisa memilih Jakarta yang semakin bagus dan maju. Beda dengan Ganjar Pranowo selama memimpin Jateng tidak ada prestasinya . Yang ada hanya pencitraan. Jangan marah ya bong 😀",
2022-09-07 13:27:11+00:00,TbnHotlas,"@Bambangmulyono2 Rakyat Yang Mana Yang Kalian Bilan Marah, Apa Kehasilan Dari Pak Anies Baswedan Selama Memimpin Dki Jakarta Selain Memindahkan Nama Jalan Dan Formula E Yang Tidak Menguntingan Rakyat Dki Jakarta.Soal Ahok Sudah membersihkannya bro karena kpk tidak ada menemukan bukti korupsi.",
2022-07-09 22:30:43+00:00,TauhidYusron,"Teman Sma Kagum, anies Baswedan Tak Pernah Marah Dan Bicara Kotor https://t.co/jmhz1i9thi",
2022-07-05 13:39:47+00:00,Relawananies,"Teman SMA Kagum, Anies Baswedan Tak Pernah Marah dan Bicara Kotor

https://t.co/Eq3Q62y8vI",
2022-07-05 00:28:32+00:00,kba_news,"Teman Sma Kagum, anies Baswedan Tak Pernah Marah Dan Bicara Kotor https://t.co/t3e8nojowg",
2022-07-02 10:37:24+00:00,KopiIte68213328,"Anies Itu Bekerja Delan Konsep Yg Matang.
Bukan Suka Nonton Bokep YG Bikin Otak Tegang.
Anies Itu PENDABAR PERLU KITA DICONTOH DAN TU SUKA MARAH MARAH.
Bukan Suka Menebar Foto Diatm Dan Bandara.
Anies baswedan adalah yang terbaik
Salam Akla Sehat.https://t.co/khlvkvxmo8",
2022-07-01 00:46:01+00:00,wellymerukh,"Antara Marah Dan Ketawa
Marah Karna Politer Sara Meningkat Dilakukan Kaum2 Penjilat anies Baswedan Bapak Politik Identitas
Ketawa Karna Level Gubernur Kerjanya Cuma Bisa Bikin Gerbang Jalan https://t.co/yqas6z2uwp",
2022-06-14 08:45:40+00:00,AhmadNa80678561,"Dulu Ahok Mau Jadi Presiden Semua Orang Kok Diam Dan Tenjak Ada Alasan Apa-Apa ... Sekarang Bila Anies Baswedan Mau Nyalon Presiden Bermacam Tentangan Dan Fitnah Maranga Bikin Katananya """" Presiden Haruus Orang Jawa Jawa Kalau..",
2022-06-07 00:11:15+00:00,Gandawan,"Anies Baswedan Tampil Keren Delan Baju, Celana Dan Sepatu Biru.
Anies Baswedan Seksses Menghantar Indonesia Dan Jakarta Menjadi Panggung Balapan Formula-E.
Sementara Para Buzzerp, Nyinyier Dan Dalangnya, Tampil Gangan Hati Merah Marah Kedungu-Dunguan Atas Prestasi-Prestasi Anies.https://t.co/ilkp5gnczb",
2022-05-27 00:52:03+00:00,MocangTian,"@Mdy_asmara1701 anies PENYELAMAT Perubahan Indonesia Ke Depan.
Hanya anies Baswedan Yang Berani Tutup Proyek Reklamasi Pantai Teluk Jakarta .Dan Membuata AGung Podomoro Marah Besar Kepada Sdra Ahok .Karena Ahok Berani Anggota Telon JAMIN DAN KEMANAN UTK MEMBANGUN PULRAU PULAU DI TELAU DI TELEKAN JAMIN DAN KEMANAN MEMBANGUN MEMBANGUN PULRAU DI DIU DI TELAU DI TELUUKAN JAMIN DAN KEMANAN MEMBANGUN MEMBANGUN PULRAU DI DIU di DI TELAU DI TELAU.",
2022-05-12 08:33:16+00:00,Gandawan,"PDIP TERSINGUNG DAN MELAPORKAN SEKDA KABUPATEN DAIRI, SUMUT, BUDIANTA PINEM KE POLISI USAI MENYEBUT PUAN MAHARANI MENGIDAP PENITIKIT WASIR ATAU AMBEIEN LEWAT Facebook.
Harusnya PDIP RUGA TERSINGUNG DAN MARAH KEPADA KADER PDIP RUHUT SITompul Yang Menghina Anies Baswedan.",
2022-05-12 08:33:03+00:00,Gandawan,"@DETIKCOM PDIP TERSINGUNG DAN MELAPORKAN SEKDA KABUPATEN DAIRI, SUMUT, BUDIANTA PINEM KE POLISI USAI MENYEBUT PUAN MAHARANI MEMIDAP PENIKIT WASIR ATAU AMBEIEN LEWAT Facebook.
Harusnya PDIP RUGA TERSINGUNG DAN MARAH KEPADA KADER PDIP RUHUT SITompul Yang Menghina Anies Baswedan.",
2022-05-08 01:47:17+00:00,Jaka212141,Marah karena minta sumbangan ke Anies baswedan dan di tolak,
2022-05-04 07:05:46+00:00,haris_zr,"@anton_wka @Helmi_Felis Warga ngg sopan tunjuk"" ke pak Anies Baswedan, walaupun ada rasa marah dan kecewa tetap kita harus saling menghargai dan menghormati, alhamdulillah beliau tetap dlm kebaikan dan kesabaran",
2022-04-29 06:51:36+00:00,mncrgknskl,"pak anies mustahil tidak tahu beberapa orang di sekitarnya memakai kaos bergambar dirinya dan bertuliskan 'anies baswedan presiden' ketika melakukan pembagian--jika benar--hand sanitizer di acara resmi pemprov dki; tapi jangankan marah, menegur pun tidak.",
2022-04-28 16:48:00+00:00,cR17imo,"Mureza522 @lrahmadsyahj2p @kurawa @ismailfahmi ini seperti kasus pki, Berawal Pelecehan Terhadap Agama Membuat Masyarakat Geram Hingga Berlebih-Lebihan / Keluarkan Korban. Ang diserang anies baswedan",
2022-04-27 04:57:28+00:00,ayulest98766599,@jokowi @TsamaraDKI GOODBENER ANIES BASWEDAN emang keren ya pak .. wibawa .  amanah. ..tepatin janji dan shaleh ...walau di hujat ..di caci maki. di fitnah tiap menit oleh pendukung pak jokowi tetapi pak Anies tetap santuy ..gk pernah marah dan gk pernah mempermasalahkannya .,
2022-04-20 05:02:31+00:00,Reiza_Patters,"Lalu Berlanjut Cebong vs Kampret.Ini Biasa Awalnya, Lalu Penggunaan Istilah Kampret Perlahan Menghilan Dan Digantikan Dgn Istilah Kadrun.Kadal Gurun.Disematkan Kepada Pendukung Anies Baswedan, Oleh Orang2 Yg Sama Yg Bahkan Marah Jika Ada Peybutan Cina Utk Org Keturunan Cina",
2022-04-12 02:08:43+00:00,HendrawanSTB,"Pendukung anies basalah adalah yg marah saat ratna sarumpaet digebukin (ternyata ditipu ratna) Dan Bahagia saat ade armando digebukin nyata2 eheh mereka.

Sampai Sini Kita Paham Siapa Yg Mendukung Anies.",
2022-04-07 10:05:04+00:00,panca66,Survei Hasil SMRC 3 Capres Pasangan - Cawapres Pasangan Anies Baswedan - Ahy Selalu Unggul Lawan Prabowo - Puan Dan Airlangga - Ganjar Atau Ganjar - Airlangga.Mas @chusnulch__ dkk pasti tambah marah sama anies - ahy nih 🤪🤪🤪 https://t.co/f4ynxkwrgg,
2022-04-03 15:30:54+00:00,bacautas,"Haloo @antontenabang02 😃👋 selamat membaca!
""~ Thread.
Pilpres 2024, Titik Balik Indonesia Bersama Anies Baswedan

Oleh Asyari Usman

Lelah Dan Jenuh.Bercampur Marah Bua.Rata-Rata Rakyat Merasa Seperti Itu.Jengkel Sekali Me ... ""https://t.co/3Qujw7nomk",
2022-03-21 08:05:31+00:00,Mbahhardiman,"@democrazymedia Kalem cerdas tidak pendendam tidak mudah marah meledak ledak,selalu mendahulukan hati dan nalar  penyabar semua di lindungi di ayomi, pemimpin model pak Anies Baswedan sangat di butuhkan di negara Indonesia",
2022-03-17 00:56:10+00:00,Mbahhardiman,@siregar_elang Anies Baswedan bukan type pemimpin ngamukan lebay dan mudah marah,
2022-01-31 12:11:20+00:00,urip_harjito,"@Bramaneks @GeiszChalifah Ga juga, buktinya Rocky Gerung dan Anies Baswedan sok pinter terbukti pintar, kalo Juki sok pintar apalagi berlagak jadi Tuhan, banjir lebih mudah diatasi jika jadi presiden.
Juki yg buat aturan, dia sendiri yg marah dgn aturan, mulutnya Juki emang dubur.",
