content,username,tanggal Waktu,hashtag
2023-04-23 10:03:28+00:00,dayak_unda,"@StefanAntonio__ Kami sdh punya pilihan,ANIES Baswedan.jd sebaik dan sehebat apapun calon kalian silah kan saja,kami tdk takut,wajar dlm kompetisi kalah menang,yg kami takutkan adalah KPU tdk JURDIL.",
2023-04-23 02:22:59+00:00,KaylaZa04695967,@Imcmushroom iya siap Saya Tidak Malu Dan Takut Jadi Pendukung Pak Anies Baswedan,
2023-04-21 09:44:21+00:00,Cecep57465504,"@Relawananies Mungkin saking takut tidak bisa menyaingi Anies Baswedan,buat formasi Koalisi Besar dan parTAi Binatang mengirimkan petugas parTAInya.💪1:2😭😭",
2023-04-17 17:58:20+00:00,Suprapt20545142,@Kosim__ Yg benci dan takut sama Pak ANIES BASWEDAN hanya kafir laknat pemakan bangkai babi,
2023-04-16 17:09:56+00:00,N4G707,"Kenapa Begitu Takut Gelan Anies Baswedan Dan Partai Pendukungnya.
Karena Besarnya Kerusakan, Dosa Politik Penguasa Terhadap Bangsa Dan Negara Saat Ini.",
2023-04-14 01:20:02+00:00,WartaEkonomi,"Gak Ada Takut-Takutnya, Sosok Ini Tonjok dan Sebut Anies Baswedan Gendut! https://t.co/sVhqoMgNim",
2023-04-13 17:08:05+00:00,yunankingstar1,KENAPA SUARA PEMILU  ANIES BASWEDAN UDAH DI VONIS MATI KALAH TIDAK BISA MENANG PILPRES KARENA BANYAK WARGA NKRI 🇲🇨 BENCI ANIES BASWEDAN DAN KAUM NKRI 🇲🇨 BERSATU JUGA KEUTUHAN NKRI 🇲🇨 TIDAK PERNAH INGINKAN ANIES BASWEDAN  JADI PRESIDEN  DI NEGARA NKRI 🇲🇨 TAKUT BANYAK ROTAN MESUM,
2023-04-11 01:32:53+00:00,Syarman59,@Cnnindonesia para mantan @kpk_ri jadi timses anies baswedan takut Kalau Kasus formula e Dilanjutkan Ke Penyidikan Dan anies Ditangkap @firlibahuri https://t.co/fs1izu2qod,
2023-04-10 01:30:08+00:00,ki_cakrasurya,"Irjen Karyoto Dan Brigjen Endar Priantoro Tolak Lanjutkan Penyidikan Formula E Yang Libatkan Anies Baswedan, Haru Tersingkir Dari Kpk.

Firli terima pesanan Dari Istana ... anies dianggap membahayakan jokowi setelah lengser ... takut dibong aibnya
 https://t.co/3kt8jcpt8r",
2023-04-09 23:13:28+00:00,BasitoToto,"Slahah Lama Sejak Tahu anies baswedan Akan Menjadi Pemimpin Yang Baik, Berbagai Macam Upaya dilakukan untuk Menghabisya.
Terakhir rezim penguasa resah ketakutan dan membentuk koalisi besar
Kenapa Takut Kalau Selama Ini Baik-Baik Saja

Jadi Semakin Semangat Dukung Perubahan.https://t.co/toqx1ayzv1",
2023-04-09 11:41:20+00:00,IwanKurus8,@satriohendri Saya sih gak paham falsafah Jawa tapi kalo lihat gesture dan perilaku sepertinya Jokowi takut Anies Baswedan ☝️😃,
2023-04-05 15:37:30+00:00,ekojhones77,"Ngeri Banget Ya Semua Mencoba Gagalkan Anies Baswedan Nyapres.Orang Yang Menentang Menteraangkakan Anies Dalam Kasus Dirmula E Dipecat.Moedoko Coba Kudeta Demokrat Agar Demokrat Batal Gabung Koalisi Perubahan Dan Gagalkan Anies Sebagai Capres.
Koq Pada Takut Anies Menang Sih?",
2023-04-05 08:07:45+00:00,AANGMANCHUNIAN,Dari presiden dan beberapa mantri dibantu beberapa organisasi kekuasaan. Masa tidak menang? Tapi kok masih takut hadapi Anies Baswedan?,
2023-04-04 23:46:26+00:00,AL18622604,"@msaid_didu Partai Korup
Dan Kekuatan Nya Dari Uang Korup
Pasti Segala Cara Di Lakukan Karena Takut Berhadapan DGN Anis Baswedan
Apa KEKUatan Uangnya Jagi Takut Melawan Anies Baswedan Picik, Licik, Gak Tahu Malu
Orang di Pemerintahan ........",
2023-04-02 13:22:34+00:00,ArthaArtha15,"@pengarang_sajak apalagi anies baswedan yg sering mengunakan simbol-simbol palestina justru memilih bungkam, padahal pendukungnya 212 dan pks tegas menolong, sungatan tangatan sanga-sangatan sangaKanya hanya hanya karanga karanga sangaKanya hanya hanya karanga hanya karanga hanya hanya karanga hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya hanya,",
2023-04-01 22:06:17+00:00,Razieq97,@Mdy_Asmara1701 Inilah sebabnya mengapa oligarki dan penguasa sangat takut jika Pak Anies Baswedan jadi presiden.,
2023-03-31 05:37:16+00:00,_memoryusang,"@the3brothers2 @03__nakula @__anakkollong @ab_008_ @adhiemassardi @adi6_fachry @adikangmas @agungbha @ahkurnia @aues4ra @an_ka_drun @Anie717 @AnAKTANGSIAD @AQiaQIh441 asetyo85 @Ayanimel anies baswedan memilih bungkam, karena:
~ Jika dia menolak Israel, Itu pasti Tidak Munckin ... Karena Israel Adalah Sekutunya Amerika, Dan Anies Adalah Bonekanya Amerika.
~ UNTUK MENTUJINGAN ISRAEL, DIA PASTIUT Ditinggalkan Pendukung² Nya.

Dari Sini Terlihat Jelas Ambisinya.",
2023-03-28 08:01:53+00:00,anakneg07835076,@tatakujiyati sy pribumi asli uji anies baswedan ... lhat KARAKTER dan KUALITAS orgnya Bukan lohat Keturunan Sana Sini Situ Nya ... anies 5 thn jd gub dki gk juta bikin Ka'bah tiruanAh Dasar Lu Nya Aja San Yg Takut Junjungan Lu Kalah Dari Anies,
2023-03-28 07:42:57+00:00,AnsorMaja,"Diujung kekuasaannya. Era @jokowi ternyata antiklimaks. 
Pemenangnya adalah para pecundang yg sangat takut kehilangan simpatik dan keterpilihan. Indonesia sangat cocok dipimpin Anies Baswedan yg hanya diam urusan Israel. Tapi kebagian rejeki nomplok😆",
2023-03-28 03:02:20+00:00,BuzzerpAnti,@ruhutsitompul Ruhut Sitompul kenapa kau dan konco-konco mu gak menyerang dan menyalakan Anies Baswedan ttg piala dunia u 20 kan lebih seksi lagi untuk di konsumsi para BuzzeRp dn cebong sekolam takut ya..,
2023-03-26 01:51:27+00:00,Cheppy_OldTrave,"@Sukardi2017 @aniesbaswedan @Ahok Gerombolan Cebong ga bisa beli paket data karena dungu berjamaah, termasuk takut dan nyawa game over ketika baca berita pak Anies Baswedan, makanya kalau lihat tulisan Anis hanya berani baca cover bukan isi nya hingga Anis Matta pun di sangka Anies Baswedan....hahaha Koplak 😂",
2023-03-23 16:47:31+00:00,Fajerin_Khairul,"Hanya Orang Korupsi Yg Takut Pak Anies Baswedan Jadi Presiden, AKu Dukung Bapak Aneis Menjadi Presiden untuk Indonesia Bersih Dan Lebih Amanah Terhadap Rakyatnya Dalam Membuat Kebijakan, Gubernur Belangonanya Dalam Dalam, Gubernur, Gubernur, Kebenaran https://t.co/rzgq4uc6un",
2023-03-23 16:02:52+00:00,Fajerin_Khairul,"@Pacebro08 @ruhutsitompul Hanya Orang Korupsi Yg Takut Pak Anies Baswedan Jadi Presiden, AKu Dukung Aneis Jadi Presiden untuk Indonesia Bersih dan LeBih Amanah Terhadap Rakyatnya Dalam Kebuat Kebia Kebiat Kebiat Kebiat KBIAT KEBIAT KEBUAT KEBUAT KEBUAT KEBUAT KEBUAT KUBUAT KUBUAT MEMBUAT KUBUAT BENDAAT",
2023-03-23 11:53:03+00:00,salmanbestu,@Relawananies Ini betul sekali rezim ini sangat takut sama pak anies baswedan mungkin yg tau rahasia nya rezim ini adalah pak anies. Dan aku yakin negara kita ini ada masalah besar yg rakyat kecil blm tau aku yakin itu sebab rezim ini aku lihat takut banget di ganti kekuasaannya,
2023-03-20 10:40:24+00:00,scherbatskydayn,"Bezok kontrol ketemu dokterku lagi yg mirip bgt sama pak Anies Baswedan HAHAHHAHAHAHHAHAHAH beliau satu2nya dokter pas gue masih di bangsal yg mau nyamperin gue ke kamar krn takut ganggu istirahat gue🥹 dan selalu menanyakan ""how's your mood? How's your sleep?""",
2023-03-19 08:26:24+00:00,nandar5758,"@Democrazymedia Kenapa Takut DGN System Langsung, Atau Maubpolitik Jual Sapi Nih Pakai Gaya Lama, Kemampuan TidaK Ada Utk Fipaparan Kpd Masyarakat Ya Jdnya Ngeti Ternyata Capresnya Nyungep Ngerya Ngeti Capresnya an",
2023-03-17 22:43:55+00:00,SultanHilmy,@Democrazymedia Ya Allah..ya Rabb ... Begitu Ketartanyaa Mereka Angies Anies Baswedan ... Ada apa ini.,
2023-03-16 23:03:48+00:00,Amirwinwin,"@Uki23 Mau Ketawa Takut Dosa, Anak Sd Jakarta Saja Tahu Segala Apa Saja Yg Keluar Dr Mulut Kader Psi Hanya Krn Iri, Dengki Dan Benci Anies Baswedan Maganya Kl Ngomong Ngomong Ngomong Ngomong Ik Krn Akhlaknya BurukDan Mulutnya Kasar?",
2023-03-14 23:24:10+00:00,Raky4tB3rs4tu__,"Bener menggedor pendapat ini,
POLITIK IDENTITAS MULAI DIUMKIT SEJAK REZIM PKI BERKUASA, SEBELUMYA TIDAK PERNAH BERMASALAH,
Hoi, Rezim Pengecut, Bilan Aja Takut Lawan Anies Baswedan, Maklum Identitas Dan Ijazahnya Palsu!
#GerakanmositIdakpercaya
#GerakanmositIdakpercaya","['GerakanMosiTidakPercaya', 'GerakanMosiTidakPercaya']"
2023-03-13 06:47:29+00:00,zalif0217,"@Dennysiregar7 Ga usah bales apa takut loe @Dennysiregar7 ,bisa bisa honor buzzer loe ga cair...karena tugas dan target loe dan kawan-kawan adalah Anies Baswedan BUKAN PS....kebaca udah loe..🤣🤣🤣🤣",
2023-03-12 23:59:57+00:00,PakuHalus404,"@bebek_nkri @mohmahfudmd lantas kpk takut, negara takut hanya karena alasan politis.Luar Biasa Dan Maha Kuasa Anies Baswedan",
2023-03-12 08:49:33+00:00,NiceBabble,"Loh Katanya anies Baswedan Intoleran .. !!

Media INI APA TDK TAKUT DI Serang BAJER² YG MEMBENCI ANIES (Takutnya Mereka Tambah Dengki, Sewot Dan Tidak Menerima Kenyataan INI)

https://t.co/ouhlhvuw5j",
2023-03-12 03:58:15+00:00,IstantoAr,@Mayaa62580468 Pengin Komen Tapi Takut Diserbu Kaum Bipang Dan Bani Kendi Males Ngeblokirnya Ngooowahahahaa Huuhahahaa .... terimakasih dan lonimakan monihiMakan anies anies semakaKan semakaka pakinkan semakaKan semakaKan semakakal,
2023-03-08 06:49:19+00:00,HendryS84858335,"@bwinarso99 ternyata @erickthohir tidak lebih Baik baik anies baswedan.
Mengajarkan Rakyat Semakin Arogan Dan Radikal Dan Semakin Berani Dgn Negara.ERICK TAKUT DI DEMO.😢",
2023-03-07 07:02:07+00:00,NengAnyar1,"Klu sdh benar2 unggul di survey, tolong para cebong ASU KABEH gak usah lagi memfitnah dan menyerang Bacapres ANIES BASWEDAN. 

Klu msh doyan menyerang, berarti para cebong msh takut kalah, dan hasil survey nya rekayasa. @ruhutsitompul @yusuf_dumdum @dennysiregar7",
2023-03-07 04:26:50+00:00,MARQUEZ__93,"Video (1) Terobosan Baru Dan Pertama Di Indonesia Imb Kampung Merah, Vid (2) Ada Muatan Politik Capres 2024, VID (3) Pertama Kali Cagub Anies Baswedan Menemui Warak Tanah Merah, VID (4) WARGA SETELAH MEMILKI TDK TDK TDK TDK TRAG, VID (4) TRELAH TDK TDK TDK TDK TDK TDK TDK TDK TDK, VID (4)Gusuran² & amp;Poerwanto 2022 IMB DI SAHKAN AB.https://t.co/bxhk62xrlh",
2023-03-06 17:06:34+00:00,Koes_123,@Dharma_tc Rasa Takut Dan Rasa Gak Dipakai Lagi Delangan Oligarki Membuat Cercaan Dan Fitnah Kepada Bung Anies Baswedan Kacau Deh😄😄😄,
2023-03-05 19:04:48+00:00,Mela79552661,@ch_chotimah2 Klo lo merasa di atas survei nya ... kenapa harut takut dan khwatir sama anies baswedan yg menurut nya survei nya di bawah .... kan nya nya 🤣🤣🤣🤣 ...,
2023-03-05 12:57:07+00:00,KangMaman204,"@jokerjutex @marcoslynd @en_jeu_l ah, lu jg nyerang anies baswedan terus demi kekuasaan junjungan lu, bong, karena takut anies jadi presiden kan?Yg luar biasa dr cebong adalah orang yang suka bohong Dan kebijakanyaa nyusiin rakyat dipuja2, dibelain, didukung ... malah ingin dia terus jadi presiden.LUAR BIASA 🤣🤣",
2023-03-05 05:30:58+00:00,Darel12h,Orang seperti anies baswedan Tidak Berani Berbicara Dan Mengungkapkan Idenya Yang Ekstrem Atau Radikal Karena Anis Takut Https://t.co/T2MI3RMUSQ,
2023-03-04 23:58:16+00:00,adiella13916369,"@OposisiCerdas Jangan""takut kalah capres/cawapresnya.gasspool pak Anies Baswedan, inilah bentuk dan tanda kegelisahan dan keraguan.rakyat Indonesia menantimu.",
2023-03-04 12:45:28+00:00,MURSALIN2045,"Anies Baswedan Tegas Dan Tenjak Takut Tekanan.
Mantap bro",
2023-03-03 07:18:58+00:00,volunteer_indo,Anies Baswedan Takut Elektabilitas Dan Citranya Menurun Jelang Pilpres 2024 https://t.co/rd6wweqldx,
2023-03-03 03:56:28+00:00,Jihan7F,"Anies Baswedan Pengecut Takut Elektabilitas Dan Citranya Turun Jelang Pilpres 2024. #PolitikIdentitasies
#Tenggelamkaniesbaswedan
#Htifpidukunganies
#Aniespendukungormasradikal
#BAPAKPOLITICIDENTAS
#KoruptordanaSafarianies
#Tolakanies https://t.co/ndid6wjx9e","['PolitikIdentitasAnies', 'TenggelamkanAniesBaswedan', 'HTIFPIDukungAnies', 'AniesPendukungOrmasRadikal', 'BapakPolitikIdentitas', 'KoruptorDanaiSafariAnies', 'TolakAnies']"
2023-03-03 03:41:13+00:00,CandaNagara,"Fahri hamzah ""anies pendecut""
Orang seperti anies baswedan tidak berani berbicara dan penggharapkan idenya yang ekstrim atuu radikal karena anies takut gangan perkataanananya yang tidak jelas soLama.",
2023-03-03 03:25:41+00:00,priskamaryani25,"Anies Baswedan Pengecut, Takut Elektibilitas dan Citranya Turun jelang Pilpres 2024 https://t.co/ylpbNmptT4",
2023-03-03 03:12:40+00:00,pirnieganja282,Anies Baswedan Takut Elektabilitas Dan Citranya Turun Jelang Pilpres 2024. https://t.co/ajrr2psn2i,
2023-03-03 02:23:28+00:00,ozzaf13,"Anies Baswedan Pendecut, anies Takut Elektabilitas Dan Citranya Turun Jelang Pilpres 2024 https://t.co/qb4sxwpcfa",
2023-03-03 00:45:32+00:00,SadewaZzzz,Anies Baswedan takut elektabilitas dan citranya turun jelang Pilpres 2024 https://t.co/0orRo0O1C8,
2023-02-26 14:27:27+00:00,MochFadzil7,"MERA BASWEDAN ITU SDH TERSTRUKTUR dan MEREKA BAZZER MEMANGER ITU SDH UNTUK MENYERANG YG BEDA POLITIK, CINA CINA OLIGARKI SANGKAZ BASWEDAN JADI PRESIDEN KAROZ LIGAZ LIGAZ BURKAZ BURKAZ BURKAZ BURKAN KIRAZ BURIZ KIRAZ BURIZ KARAN onis ini pasti belum man",
2023-02-25 11:05:54+00:00,MelintasGlobal,@dennyindrayana @msaid_didu takut yang mengang anies baswedan.Rakyat Marah Dan Bersama HRS Model Revolusi Revolusi Revolusi Iran Atau Indonesia Bubar Dan Berdiri Persemakmuran Nusantara Independen State Ala Cis Saat USSR Bubar,
2023-02-25 08:36:28+00:00,IstantoAr,@GunRomli Pengin komen tapi takut diserbu kaum bipang dan bani kendi males ngeblokirnya Terimakasih Anda selalu memikirkan Pak Anies Baswedan semakin dicela semakin Moncer terimakasih terimakasih terimakasih 🙏🙏🙏,
2023-02-23 10:35:19+00:00,asboedionoid,Jangan Risau Dan Jangana Pula Takut Akan Kelangsungan Pembangunan Yang Sudah Atau Yang Sedang Dekerjakan Jokowi Pastinya MelalUi Skala Prioras SEMUA PEKERJAAN AKAN DILLANJUTKAN BAHKAN DISELES,['hening']
2023-02-22 08:21:31+00:00,Paundra79,"@Miduk17 katananya anies baswedan kalah disurvey mnrt km, tp tp tiap hari Mengjat anies terus.klu mmg teratas luSurvei Rakyat, Anieslah Juarananya.",
2023-02-22 02:31:01+00:00,Trimatrima1,@bachrum_achmadi Manusia Manusia yg Tergabung Dalam Barisan Buzzerrp ...... Yg Takut Dan Panik Kalo Pak Anies Baswedan Jadi Presiden ......,
2023-02-21 15:45:43+00:00,Simanjunta9Nico,"Dr. Refly Harun Kagumi Anies Baswedan, Tiap Hadapi Masalah Tak Bersembunyi.

""Bahwa Bahwa Tidak Sembunyi-Sembuny dan Mau Mendatang Wartawan, Mau Ngomong Dan Mau Terang.

https://t.co/xleatfki09",
2023-02-21 02:42:23+00:00,jamalkobain666_,@Cnnindonesia @kpk_ri takut sama anies baswedan dan rizieq shihab,
2023-02-20 02:15:00+00:00,yangmi3prnew,"Majanya @kpu_id Jangan Loloskan Pelangggar Pidana, Jangan Takut Sama Pengemplo Dan Gemar Kelebihan Bayar.

Bawaslu Jelaskan Utang Anies Baswedan RP50 Miliar Seharusnya Pelanggaran: Itu Masuk Pidana Karena Dia ...

https://t.co/nshlvszo3l",
2023-02-17 11:49:56+00:00,suleizdn,"@Langkahanies @Aniesbaswedan lhat Harapan Dan Pengorbanan Rakyat ... amanat yg dipikul pemimpin sungguh berat ... heranyaa banyak yg minat .... apakah gak takut Amanat ditagih dihari akhir nanti?
semoga anies baswedan amaanah klu terpilih ...",
2023-02-16 12:17:24+00:00,AdjaCapoek,"@mumungwisnu_1 @aniesbaswedan @aniesfor2024 @faktaanies @Garnies_ID @JarnasABW @kebijakananies @kebijakananies_ @LANGKAHANIES @ManiaAnies @Relawananies @S0BATANIES @SAHABATAnies1 @musniumar @marlina_idha @ekowboy2 @AndiSinulingga @BosPurwa @abu_waras @bachrum_achmadi di indonesia anies itu kebal hukum
polisi jaksa kpk tunduk dan takut sama anies...
mana berani penegak hukum di indonesia ini sama manusia yaman bernama anies baswedan.....",
